 0, 39
S, 0.250000, 0.000000, 0.000000, 3.000000, 16.000000
S, 5.666667, 0.117647, 0.058824, 2.941176, 3.058824
G, 7.666667, 0.086957, 0.434783, 2.695652, 3.217391
S, 8.000000, 0.166667, 0.083333, 2.583333, 2.750000
G, 7.000000, 0.190476, 0.238095, 1.476190, 1.761905
S, 7.333333, 0.045455, 0.045455, 2.318182, 2.409091
G, 7.333333, 0.045455, 0.136364, 1.409091, 1.636364
S, 7.333333, 0.045455, 0.090909, 3.409091, 3.545455
G, 6.666667, 0.050000, 0.300000, 1.750000, 2.150000
S, 8.000000, 0.000000, 0.291667, 2.666667, 3.000000
G, 5.666667, 0.000000, 0.117647, 1.058824, 1.235294
S, 7.333333, 0.272727, 0.090909, 2.363636, 2.545455
G, 7.333333, 0.272727, 0.090909, 1.272727, 1.409091
S, 8.666667, 0.115385, 0.038462, 2.384615, 2.500000
G, 7.000000, 0.142857, 0.095238, 1.619048, 1.809524
S, 6.000000, 0.000000, 0.055556, 2.555556, 2.666667
G, 8.333333, 0.000000, 0.080000, 1.520000, 1.680000
S, 7.666667, 0.043478, 0.043478, 2.478261, 2.565217
G, 7.666667, 0.043478, 0.086957, 1.086957, 1.217391
S, 5.666667, 0.058824, 0.058824, 3.705882, 3.823529
G, 7.666667, 0.043478, 0.086957, 1.695652, 1.826087
S, 8.333333, 0.040000, 0.040000, 2.320000, 2.400000
G, 6.000000, 0.055556, 0.111111, 1.500000, 1.722222
S, 7.666667, 0.043478, 0.130435, 2.304348, 2.478261
G, 5.666667, 0.058824, 0.058824, 1.352941, 1.470588
S, 10.333333, 0.032258, 0.032258, 2.290323, 2.354839
G, 5.000000, 0.066667, 0.066667, 1.066667, 1.200000
S, 7.000000, 0.000000, 0.476190, 3.619048, 4.142857
G, 7.000000, 0.000000, 0.095238, 1.428571, 1.571429
S, 8.333333, 0.120000, 0.080000, 2.280000, 2.400000
G, 7.000000, 0.142857, 0.095238, 1.523810, 1.666667
S, 9.666667, 0.275862, 0.068966, 2.448276, 2.551724
G, 5.666667, 0.470588, 0.117647, 1.588235, 1.705882
S, 8.666667, 0.076923, 0.076923, 2.769231, 2.884615
G, 6.000000, 0.111111, 0.111111, 1.333333, 1.500000
S, 7.000000, 0.000000, 0.047619, 2.285714, 2.380952
G, 7.333333, 0.000000, 0.090909, 1.318182, 1.500000
S, 6.000000, 0.111111, 0.055556, 2.444444, 2.555556
G, 9.000000, 0.074074, 0.111111, 1.111111, 1.259259
 1, 39
S, 0.250000, 0.000000, 0.000000, 3.000000, 15.000000
S, 6.666667, 0.050000, 0.050000, 3.950000, 4.100000
