"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms5",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_read_32-3-64-2.csv 1 60",,,,"Date:","29 Oct 2017 22:13:22 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
2.619,6.177,88.451,0.553,2.200,0.0,56612.475,62539871.442,0.0,0.0,304795648.0,13492224.0,250454016.0,14131359744.0,4.0,130.0,0.0,66.0,0.0
23.602,22.484,50.932,0.124,2.857,0.0,0.0,45056.0,6611368.0,6632610.0,317259776.0,13500416.0,250445824.0,14118895616.0,4.0,130.0,0.0,67.0,0.0
20.849,21.848,55.680,0.0,1.623,0.0,0.0,0.0,6808052.0,6826879.0,324149248.0,13500416.0,250454016.0,14111997952.0,4.0,130.0,0.0,67.0,0.0
22.334,26.725,49.435,0.0,1.506,0.0,0.0,0.0,6741579.0,6750544.0,330706944.0,13500416.0,250454016.0,14105440256.0,4.0,130.0,0.0,67.0,0.0
10.112,17.104,71.161,0.0,1.623,0.0,0.0,0.0,7811992.0,7815589.0,330854400.0,13500416.0,250454016.0,14105292800.0,4.0,130.0,0.0,67.0,0.0
4.250,12.125,82.250,0.0,1.375,0.0,0.0,0.0,6974727.0,6977411.0,354480128.0,13500416.0,250454016.0,14081667072.0,4.0,130.0,0.0,67.0,0.0
5.119,12.360,81.273,0.0,1.248,0.0,0.0,45056.0,7380139.0,7378795.0,381784064.0,13500416.0,250454016.0,14054363136.0,4.0,130.0,0.0,67.0,0.0
11.514,16.771,70.213,0.0,1.502,0.0,0.0,12288.0,7783831.0,7784077.0,382255104.0,13508608.0,250445824.0,14053892096.0,4.0,130.0,0.0,67.0,0.0
4.500,12.625,81.750,0.0,1.125,0.0,0.0,0.0,7007902.0,7004208.0,382119936.0,13508608.0,250454016.0,14054019072.0,4.0,130.0,0.0,66.0,0.0
4.762,12.155,81.830,0.0,1.253,0.0,0.0,0.0,7087370.0,7092156.0,384602112.0,13508608.0,250454016.0,14051536896.0,4.0,130.0,0.0,66.0,0.0
4.375,12.0,82.0,0.0,1.625,0.0,0.0,0.0,7665805.0,7665385.0,384544768.0,13508608.0,250454016.0,14051594240.0,4.0,130.0,0.0,66.0,0.0
4.494,12.734,80.025,0.0,2.747,0.0,0.0,0.0,8733564.0,8740326.0,385658880.0,13508608.0,250454016.0,14050480128.0,4.0,130.0,0.0,66.0,0.0
4.511,12.030,82.080,0.0,1.378,0.0,0.0,0.0,7420440.0,7419852.0,408039424.0,13508608.0,250454016.0,14028099584.0,4.0,130.0,0.0,66.0,0.0
4.375,12.0,81.625,0.375,1.625,0.0,0.0,12288.0,7400462.0,7401638.0,439091200.0,13516800.0,250445824.0,13997047808.0,4.0,130.0,0.0,66.0,0.0
3.755,12.265,81.227,0.0,2.753,0.0,0.0,0.0,6892452.0,6892735.0,470953984.0,13516800.0,250454016.0,13965176832.0,4.0,130.0,0.0,66.0,0.0
4.245,12.859,79.276,0.0,3.620,0.0,0.0,0.0,7196842.0,7210240.0,494956544.0,13516800.0,250454016.0,13941174272.0,4.0,130.0,0.0,66.0,0.0
4.245,12.110,82.647,0.0,0.999,0.0,0.0,0.0,6694972.0,6695980.0,494850048.0,13516800.0,250454016.0,13941280768.0,4.0,130.0,0.0,66.0,0.0
4.255,12.140,82.103,0.0,1.502,0.0,0.0,0.0,7367542.0,7365529.0,494702592.0,13516800.0,250454016.0,13941428224.0,4.0,130.0,0.0,66.0,0.0
