"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_multi_get_shard_2-3-64-9-1.csv 1 60",,,,"Date:","02 Dec 2017 12:04:18 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
2.800,7.144,85.409,0.664,3.982,0.0,64473.041,70726845.714,0.0,0.0,285978624.0,13762560.0,257654784.0,14142705664.0,4.0,200.0,0.0,2.0,0.0
9.091,18.057,41.968,0.0,30.884,0.0,0.0,20480.0,2214382.0,2716447.0,321769472.0,13762560.0,257654784.0,14106914816.0,4.0,200.0,0.0,2.0,0.0
7.875,15.750,64.875,0.0,11.500,0.0,0.0,0.0,3549245.0,4421654.0,317833216.0,13762560.0,257654784.0,14110851072.0,4.0,200.0,0.0,2.0,0.0
6.015,12.155,80.451,0.0,1.378,0.0,0.0,0.0,4390183.0,5476305.0,316727296.0,13762560.0,257654784.0,14111956992.0,4.0,200.0,0.0,2.0,0.0
4.245,10.487,84.644,0.0,0.624,0.0,0.0,0.0,4247018.0,5293309.0,317231104.0,13762560.0,257654784.0,14111453184.0,4.0,200.0,0.0,2.0,0.0
4.375,10.500,83.875,0.750,0.500,0.0,0.0,36864.0,3986496.0,4898996.0,323166208.0,13770752.0,257646592.0,14105518080.0,4.0,200.0,0.0,2.0,0.0
3.875,10.625,85.0,0.0,0.500,0.0,0.0,0.0,3908909.0,4800881.0,322813952.0,13770752.0,257654784.0,14105862144.0,4.0,200.0,0.0,2.0,0.0
4.375,10.625,84.0,0.0,1.0,0.0,0.0,0.0,3964591.0,4826801.0,322777088.0,13770752.0,257654784.0,14105899008.0,4.0,200.0,0.0,2.0,0.0
5.006,11.514,82.854,0.0,0.626,0.0,0.0,0.0,3819596.0,4704263.0,333692928.0,13770752.0,257654784.0,14094983168.0,4.0,200.0,0.0,2.0,0.0
8.0,14.750,76.750,0.0,0.500,0.0,0.0,0.0,4004389.0,4903620.0,348667904.0,13770752.0,257654784.0,14080008192.0,4.0,200.0,0.0,2.0,0.0
4.750,12.500,82.125,0.0,0.625,0.0,0.0,0.0,4056892.0,4968492.0,377798656.0,13770752.0,257654784.0,14050877440.0,4.0,200.0,0.0,2.0,0.0
3.242,10.100,82.045,0.0,4.613,0.0,0.0,0.0,3702432.0,4552146.0,375017472.0,13770752.0,257654784.0,14053658624.0,4.0,200.0,0.0,2.0,0.0
3.496,10.112,85.643,0.250,0.499,0.0,0.0,12288.0,3869873.0,4738047.0,375197696.0,13778944.0,257654784.0,14053470208.0,4.0,200.0,0.0,2.0,0.0
3.518,10.176,85.804,0.0,0.503,0.0,0.0,0.0,3853329.0,4730324.0,374546432.0,13778944.0,257654784.0,14054121472.0,4.0,200.0,0.0,2.0,0.0
3.496,10.986,85.019,0.0,0.499,0.0,0.0,0.0,3878465.0,4764174.0,374366208.0,13778944.0,257654784.0,14054301696.0,4.0,200.0,0.0,2.0,0.0
3.504,10.138,85.857,0.0,0.501,0.0,0.0,0.0,3810095.0,4672676.0,373710848.0,13778944.0,257654784.0,14054957056.0,4.0,200.0,0.0,2.0,0.0
3.129,10.513,85.106,0.0,1.252,0.0,0.0,0.0,3673720.0,4501918.0,380919808.0,13778944.0,257654784.0,14047748096.0,4.0,200.0,0.0,2.0,0.0
