 0, 41
S, 0.200000, 0.000000, 0.000000, 9.000000, 15.000000
S, 49.666667, 31.409396, 3.140940, 4.744966, 8.080537
G, 52.333333, 29.808917, 3.560510, 3.668790, 8.286624
S, 64.333333, 22.207254, 2.678756, 4.331606, 7.062176
G, 68.000000, 21.009804, 2.906863, 3.539216, 6.495098
S, 61.333333, 17.929348, 2.000000, 4.630435, 6.728261
G, 63.666667, 17.272251, 2.628272, 3.785340, 6.460733
S, 62.333333, 20.240642, 1.925134, 4.251337, 6.229947
G, 74.333333, 16.973094, 1.762332, 3.672646, 5.475336
S, 65.000000, 16.128205, 2.015385, 4.251282, 6.323077
G, 62.666667, 16.728723, 2.202128, 3.558511, 5.808511
S, 60.666667, 21.434066, 1.972527, 4.505495, 6.532967
G, 73.666667, 17.651584, 1.995475, 3.755656, 5.796380
S, 65.666667, 17.614213, 2.096447, 4.279188, 6.431472
G, 65.333333, 17.704082, 1.882653, 3.826531, 5.760204
S, 67.666667, 20.985222, 1.965517, 4.339901, 6.384236
G, 68.666667, 20.679612, 2.495146, 3.752427, 6.291262
S, 63.666667, 19.219895, 2.554974, 4.125654, 6.753927
G, 64.000000, 19.119792, 2.067708, 3.265625, 5.375000
S, 63.666667, 19.376963, 2.083770, 3.842932, 5.979058
G, 69.000000, 17.879227, 2.516908, 3.449275, 6.009662
S, 53.666667, 20.515528, 2.186335, 4.416149, 6.757764
G, 66.333333, 16.597990, 2.447236, 3.849246, 6.366834
S, 66.666667, 24.730000, 2.240000, 4.470000, 6.765000
G, 68.000000, 24.245098, 2.176471, 3.838235, 6.083333
S, 61.666667, 17.194595, 2.162162, 4.140541, 6.362162
G, 65.333333, 16.229592, 2.183673, 3.479592, 5.750000
S, 50.666667, 18.250000, 2.848684, 5.914474, 8.861842
G, 49.000000, 18.870748, 1.972789, 3.755102, 5.768707
S, 69.000000, 16.135266, 2.183575, 3.879227, 6.120773
G, 56.333333, 19.763314, 2.331361, 3.917160, 6.325444
S, 69.000000, 20.990338, 2.260870, 4.632850, 6.966184
