 0, 39
S, 0.250000, 0.000000, 0.000000, 10.000000, 18.000000
S, 57.333333, 26.755814, 2.715116, 4.813953, 7.616279
G, 52.000000, 29.500000, 3.564103, 3.724359, 7.551282
S, 68.666667, 19.383495, 2.296117, 4.038835, 6.436893
G, 60.333333, 22.060773, 2.414365, 3.265193, 5.790055
S, 62.000000, 20.618280, 2.000000, 4.725806, 6.779570
G, 60.000000, 21.305556, 2.222222, 4.194444, 6.455556
S, 70.333333, 19.061611, 2.042654, 3.838863, 5.933649
G, 65.666667, 20.416244, 1.944162, 3.507614, 5.492386
S, 60.666667, 19.137363, 2.076923, 3.703297, 5.835165
G, 59.666667, 19.458101, 2.636872, 3.134078, 5.815642
S, 60.333333, 20.546961, 2.110497, 3.861878, 6.016575
G, 71.333333, 17.378505, 2.378505, 3.411215, 5.831776
S, 69.000000, 20.169082, 2.212560, 3.869565, 6.140097
G, 66.000000, 21.085859, 2.070707, 3.934343, 6.050505
S, 63.333333, 19.342105, 2.284211, 4.505263, 6.836842
G, 69.666667, 17.583732, 2.157895, 3.387560, 5.588517
S, 68.333333, 17.151220, 2.170732, 3.907317, 6.131707
G, 62.666667, 18.702128, 2.106383, 3.414894, 5.563830
S, 60.333333, 16.281768, 2.038674, 4.281768, 6.414365
G, 54.333333, 18.079755, 2.392638, 3.865031, 6.300613
S, 67.666667, 21.950739, 2.467980, 4.064039, 6.586207
G, 68.000000, 21.843137, 2.019608, 3.352941, 5.416667
S, 66.666667, 21.740000, 2.110000, 4.175000, 6.340000
G, 70.333333, 20.606635, 2.350711, 3.568720, 5.957346
S, 67.666667, 22.241379, 2.068966, 4.566502, 6.684729
G, 63.333333, 23.763158, 2.778947, 3.442105, 6.300000
S, 50.000000, 20.246667, 2.100000, 5.206667, 7.373333
G, 61.000000, 16.595628, 1.890710, 3.961749, 5.923497
S, 66.666667, 18.920000, 1.920000, 4.410000, 6.445000
G, 63.333333, 19.915789, 1.863158, 3.726316, 5.631579
S, 67.333333, 17.509901, 2.232673, 4.361386, 6.653465
G, 55.666667, 21.179641, 2.083832, 3.736527, 5.856287
S, 69.666667, 20.770335, 2.301435, 4.392344, 6.746411
G, 60.666667, 23.851648, 2.593407, 3.730769, 6.368132
S, 66.666667, 18.960000, 2.630000, 4.990000, 7.680000
G, 61.000000, 20.721311, 1.978142, 3.759563, 5.775956
S, 58.333333, 18.817143, 2.462857, 4.462857, 7.028571
G, 55.000000, 19.957576, 2.206061, 4.581818, 6.830303
 1, 41
S, 0.250000, 0.000000, 0.000000, 9.000000, 16.000000
S, 58.666667, 31.892045, 3.181818, 4.829545, 8.187500
G, 53.666667, 34.863354, 3.459627, 4.043478, 8.229814
S, 75.333333, 20.362832, 2.225664, 4.123894, 6.402655
G, 60.000000, 25.566667, 2.433333, 3.644444, 6.116667
S, 62.333333, 19.406417, 2.347594, 4.983957, 7.390374
G, 58.000000, 20.856322, 2.344828, 4.224138, 6.609195
S, 68.333333, 13.624390, 2.039024, 4.195122, 6.287805
G, 58.666667, 15.869318, 2.039773, 3.215909, 5.301136
S, 57.666667, 24.323699, 3.196532, 4.115607, 7.364162
G, 62.333333, 22.502674, 3.010695, 4.240642, 7.294118
S, 71.000000, 28.605634, 4.220657, 3.765258, 8.032864
G, 65.000000, 31.246154, 5.312821, 3.569231, 8.923077
S, 65.333333, 25.081633, 1.954082, 4.392857, 6.403061
G, 71.333333, 22.971963, 2.121495, 3.425234, 5.588785
S, 56.000000, 16.761905, 1.940476, 5.208333, 7.202381
G, 60.000000, 15.644444, 2.238889, 3.988889, 6.277778
S, 72.333333, 18.465438, 2.156682, 3.820276, 6.036866
G, 63.333333, 21.089474, 2.078947, 3.257895, 5.384211
S, 70.666667, 17.160377, 1.948113, 4.018868, 6.014151
G, 58.666667, 20.670455, 2.164773, 3.380682, 5.590909
S, 68.000000, 22.044118, 2.264706, 4.102941, 6.421569
G, 66.333333, 22.597990, 1.984925, 3.778894, 5.814070
S, 66.000000, 20.161616, 2.595960, 4.287879, 6.969697
G, 62.000000, 21.462366, 2.247312, 3.661290, 5.951613
S, 71.000000, 21.915493, 2.741784, 4.018779, 6.816901
G, 63.333333, 24.568421, 2.236842, 4.052632, 6.326316
S, 62.000000, 20.241935, 2.096774, 4.263441, 6.413978
G, 65.333333, 19.209184, 2.423469, 3.637755, 6.096939
S, 57.000000, 22.532164, 2.216374, 4.321637, 6.602339
G, 68.666667, 18.703883, 2.024272, 3.932039, 6.004854
S, 63.666667, 22.109948, 2.282723, 3.900524, 6.308901
G, 67.666667, 20.802956, 2.206897, 3.748768, 5.995074
S, 69.000000, 20.951691, 2.449275, 4.280193, 6.787440
G, 60.333333, 23.961326, 1.950276, 4.005525, 6.000000
S, 62.666667, 17.882979, 3.287234, 4.611702, 7.978723
G, 60.333333, 18.574586, 1.906077, 3.900552, 5.883978
S, 59.000000, 18.378531, 2.457627, 4.994350, 7.497175
G, 56.333333, 19.248521, 3.071006, 4.301775, 7.414201
S, 64.666667, 19.835052, 2.185567, 4.051546, 6.293814
G, 63.000000, 20.359788, 2.264550, 3.513228, 5.825397
 2, 41
S, 0.250000, 0.000000, 0.000000, 9.000000, 17.000000
S, 56.333333, 23.508876, 3.130178, 4.372781, 7.568047
G, 47.000000, 28.177305, 3.475177, 4.411348, 8.524823
S, 72.666667, 22.605505, 1.940367, 3.825688, 5.816514
G, 67.000000, 24.517413, 2.870647, 3.388060, 6.298507
S, 61.333333, 17.125000, 2.222826, 5.108696, 7.385870
G, 53.333333, 19.693750, 1.837500, 4.381250, 6.256250
S, 67.333333, 17.990099, 2.212871, 3.905941, 6.173267
G, 68.333333, 17.726829, 2.175610, 3.346341, 5.560976
S, 54.000000, 20.172840, 2.987654, 3.858025, 6.901235
G, 56.000000, 19.452381, 2.934524, 4.583333, 7.559524
S, 57.666667, 15.046243, 2.312139, 4.208092, 6.572254
G, 53.000000, 16.371069, 2.320755, 3.691824, 6.062893
S, 67.333333, 16.311881, 2.237624, 4.445545, 6.767327
G, 58.666667, 18.721591, 2.022727, 3.505682, 5.573864
S, 67.333333, 15.004950, 2.341584, 4.529703, 6.925743
G, 56.333333, 17.934911, 2.053254, 3.319527, 5.414201
S, 68.666667, 17.087379, 1.961165, 3.980583, 5.990291
G, 63.333333, 18.526316, 2.105263, 3.357895, 5.510526
S, 66.000000, 16.348485, 2.025253, 3.924242, 6.050505
G, 61.666667, 17.497297, 2.221622, 3.335135, 5.621622
S, 65.333333, 24.591837, 2.387755, 4.163265, 6.617347
G, 71.666667, 22.418605, 2.372093, 3.739535, 6.209302
S, 71.000000, 21.619718, 2.568075, 4.276995, 6.901408
G, 61.000000, 25.163934, 1.972678, 3.420765, 5.448087
S, 66.666667, 25.465000, 2.290000, 4.285000, 6.620000
G, 69.000000, 24.603865, 2.439614, 3.574879, 6.062802
S, 67.666667, 20.911330, 2.413793, 4.024631, 6.512315
G, 63.333333, 22.342105, 2.152632, 3.931579, 6.136842
S, 64.333333, 18.284974, 2.056995, 4.378238, 6.487047
G, 64.333333, 18.284974, 1.808290, 3.715026, 5.559585
S, 67.000000, 21.686567, 2.089552, 4.169154, 6.308458
G, 69.666667, 20.856459, 2.287081, 3.382775, 5.708134
S, 58.666667, 23.250000, 2.659091, 4.812500, 7.528409
G, 67.000000, 20.358209, 2.004975, 3.746269, 5.805970
S, 66.666667, 17.575000, 2.355000, 4.500000, 6.910000
G, 57.000000, 20.555556, 2.327485, 3.742690, 6.116959
S, 63.666667, 21.884817, 2.303665, 4.261780, 6.617801
G, 59.333333, 23.483146, 2.353933, 4.022472, 6.426966
S, 60.000000, 22.900000, 2.366667, 3.705556, 6.127778
G, 68.000000, 20.205882, 2.068627, 3.681373, 5.799020
 3, 39
S, 0.250000, 0.000000, 7.000000, 6.000000, 18.000000
S, 50.333333, 27.569536, 3.298013, 4.596026, 7.953642
G, 58.333333, 23.788571, 3.182857, 4.034286, 7.782857
S, 63.333333, 22.121053, 2.157895, 4.194737, 6.405263
G, 68.000000, 20.602941, 2.215686, 3.602941, 5.857843
S, 61.666667, 21.048649, 2.237838, 5.054054, 7.345946
G, 61.333333, 21.163043, 2.364130, 3.798913, 6.201087
S, 62.666667, 18.420213, 1.946809, 4.101064, 6.101064
G, 65.333333, 17.668367, 2.270408, 3.234694, 5.551020
S, 62.000000, 21.198925, 2.720430, 3.887097, 6.661290
G, 62.000000, 21.198925, 3.166667, 3.392473, 6.596774
S, 70.333333, 18.289100, 1.995261, 3.890995, 5.933649
G, 68.666667, 18.733010, 2.495146, 3.271845, 5.810680
S, 65.666667, 15.598985, 1.964467, 4.664975, 6.766497
G, 61.000000, 16.792350, 2.322404, 3.475410, 5.836066
S, 63.666667, 17.979058, 2.204188, 4.392670, 6.649215
G, 67.666667, 16.916256, 1.935961, 3.699507, 5.674877
S, 71.333333, 18.429907, 2.084112, 3.855140, 5.990654
G, 70.333333, 18.691943, 2.156398, 3.165877, 5.369668
S, 77.333333, 20.000000, 2.176724, 3.724138, 5.948276
G, 68.666667, 22.524272, 2.242718, 3.237864, 5.519417
S, 70.000000, 23.180952, 2.457143, 4.214286, 6.752381
G, 66.000000, 24.585859, 2.222222, 3.510101, 5.772727
S, 66.000000, 20.469697, 2.161616, 4.308081, 6.520202
G, 68.000000, 19.867647, 2.112745, 3.573529, 5.774510
S, 61.666667, 21.356757, 2.578378, 4.459459, 7.102703
G, 61.333333, 21.472826, 2.255435, 4.125000, 6.429348
S, 60.333333, 21.629834, 2.149171, 4.292818, 6.569061
G, 66.000000, 19.772727, 2.227273, 3.656566, 5.964646
S, 68.666667, 18.883495, 1.888350, 4.368932, 6.305825
G, 66.333333, 19.547739, 1.829146, 3.648241, 5.512563
S, 67.000000, 20.124378, 2.174129, 3.840796, 6.104478
G, 65.333333, 20.637755, 2.290816, 3.612245, 5.938776
S, 58.000000, 21.729885, 2.385057, 4.758621, 7.201149
G, 67.333333, 18.717822, 2.346535, 3.643564, 6.034653
S, 61.000000, 19.732240, 2.087432, 4.486339, 6.661202
G, 66.000000, 18.237374, 1.929293, 3.828283, 5.797980
S, 63.333333, 20.457895, 2.505263, 4.715789, 7.263158
G, 60.666667, 21.357143, 2.461538, 4.417582, 6.956044
 4, 39
S, 0.250000, 0.000000, 0.000000, 2.000000, 12.000000
S, 48.666667, 34.219178, 3.445205, 5.027397, 8.527397
G, 55.000000, 30.278788, 2.896970, 4.024242, 7.727273
S, 66.666667, 19.050000, 2.045000, 4.085000, 6.185000
G, 59.333333, 21.404494, 2.584270, 3.679775, 6.308989
S, 59.333333, 19.089888, 2.084270, 4.679775, 6.820225
G, 64.000000, 17.697917, 2.239583, 4.375000, 6.666667
S, 71.666667, 18.958140, 2.348837, 3.776744, 6.176744
G, 70.333333, 19.317536, 2.042654, 3.270142, 5.355450
S, 56.000000, 19.166667, 2.119048, 3.869048, 6.035714
G, 62.000000, 17.311828, 2.306452, 3.225806, 5.575269
S, 70.666667, 29.226415, 4.127358, 3.636792, 7.816038
G, 73.666667, 28.036199, 3.529412, 3.461538, 7.027149
S, 67.000000, 19.308458, 2.049751, 4.482587, 6.587065
G, 65.666667, 19.700508, 2.071066, 3.791878, 5.908629
S, 71.000000, 17.802817, 2.014085, 4.446009, 6.516432
G, 62.666667, 20.170213, 2.047872, 3.319149, 5.414894
S, 59.666667, 18.631285, 2.061453, 4.508380, 6.620112
G, 60.000000, 18.527778, 2.111111, 3.822222, 5.972222
S, 66.000000, 21.691919, 2.212121, 3.747475, 6.015152
G, 74.666667, 19.174107, 2.116071, 3.263393, 5.455357
S, 62.000000, 18.376344, 2.198925, 4.059140, 6.306452
G, 61.000000, 18.677596, 2.316940, 3.710383, 6.071038
S, 59.000000, 18.225989, 2.683616, 4.327684, 7.067797
G, 63.666667, 16.890052, 1.979058, 3.774869, 5.801047
S, 62.000000, 22.129032, 2.344086, 4.440860, 6.844086
G, 66.000000, 20.787879, 2.550505, 3.893939, 6.489899
S, 57.000000, 21.888889, 2.140351, 4.169591, 6.391813
G, 65.333333, 19.096939, 2.316327, 4.198980, 6.612245
S, 66.000000, 19.353535, 2.065657, 4.515152, 6.636364
G, 61.666667, 20.713514, 1.994595, 3.854054, 5.886486
S, 63.666667, 17.984293, 2.120419, 4.109948, 6.287958
G, 62.333333, 18.368984, 2.229947, 3.893048, 6.272727
S, 58.000000, 15.718391, 2.379310, 4.850575, 7.281609
G, 55.666667, 16.377246, 1.940120, 3.562874, 5.622754
S, 58.666667, 15.977273, 2.215909, 4.482955, 6.755682
G, 58.666667, 15.977273, 2.346591, 4.272727, 6.659091
S, 60.000000, 19.527778, 2.855556, 4.516667, 7.422222
G, 60.666667, 19.313187, 2.516484, 4.060440, 6.615385
 5, 39
S, 0.250000, 0.000000, 0.000000, 2.000000, 6.000000
S, 49.333333, 28.729730, 3.054054, 5.054054, 8.182432
G, 52.333333, 27.082803, 3.350318, 4.420382, 8.394904
S, 68.666667, 20.723301, 2.364078, 3.946602, 6.368932
G, 64.666667, 22.005155, 2.195876, 3.438144, 5.706186
S, 61.333333, 19.130435, 1.989130, 4.945652, 6.989130
G, 60.333333, 19.447514, 2.342541, 4.193370, 6.580110
S, 62.333333, 16.882353, 2.021390, 4.064171, 6.139037
G, 64.666667, 16.273196, 1.855670, 3.231959, 5.128866
