"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms5",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_2k_2-2-8-1-2.csv 1 60",,,,"Date:","05 Nov 2017 21:35:09 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
1.609,4.034,91.722,0.664,1.972,0.0,67551.006,74329006.611,0.0,0.0,350023680.0,12214272.0,256753664.0,14081110016.0,4.0,114.0,0.0,2.0,0.0
5.043,13.653,0.861,0.0,80.443,0.0,0.0,4096.0,4465389.0,8152442.0,350425088.0,12218368.0,256749568.0,14080708608.0,4.0,114.0,0.0,2.0,0.0
5.125,13.875,0.0,0.0,81.0,0.0,0.0,0.0,4285551.0,7876876.0,360071168.0,12218368.0,256753664.0,14071058432.0,4.0,114.0,0.0,2.0,0.0
2.642,14.717,4.277,0.0,78.365,0.0,0.0,0.0,5552778.0,10096535.0,319520768.0,12218368.0,256753664.0,14111608832.0,4.0,114.0,0.0,3.0,0.0
2.750,14.125,4.125,0.0,79.0,0.0,0.0,0.0,6698666.0,12240608.0,326049792.0,12218368.0,256753664.0,14105079808.0,4.0,114.0,0.0,3.0,0.0
2.133,13.927,6.023,0.0,77.917,0.0,0.0,0.0,4945822.0,9028868.0,335294464.0,12218368.0,256753664.0,14095835136.0,4.0,114.0,0.0,3.0,0.0
2.632,13.784,5.263,0.0,78.321,0.0,0.0,0.0,6865017.0,12560540.0,345952256.0,12218368.0,256753664.0,14085177344.0,4.0,114.0,0.0,3.0,0.0
1.746,13.342,7.357,0.0,77.556,0.0,0.0,0.0,4124110.0,7507586.0,352116736.0,12218368.0,256753664.0,14079012864.0,4.0,114.0,0.0,3.0,0.0
3.121,12.110,48.439,0.0,36.330,0.0,0.0,0.0,4437445.0,8149792.0,296755200.0,12218368.0,256753664.0,14134374400.0,4.0,114.0,0.0,3.0,0.0
4.500,12.250,80.750,0.250,2.250,0.0,0.0,16384.0,6045470.0,11072464.0,299528192.0,12226560.0,256745472.0,14131601408.0,4.0,114.0,0.0,3.0,0.0
5.625,14.375,75.250,0.0,4.750,0.0,0.0,0.0,11136274.0,20283844.0,301768704.0,12226560.0,256753664.0,14129352704.0,4.0,114.0,0.0,3.0,0.0
3.611,14.072,73.724,0.0,8.593,0.0,0.0,0.0,6677349.0,12194812.0,301965312.0,12226560.0,256753664.0,14129156096.0,4.0,114.0,0.0,3.0,0.0
5.395,14.178,77.039,0.0,3.388,0.0,0.0,0.0,11613838.0,21198178.0,303214592.0,12226560.0,256753664.0,14127906816.0,4.0,114.0,0.0,3.0,0.0
5.131,14.143,76.471,0.0,4.255,0.0,0.0,0.0,11151403.0,20381788.0,301318144.0,12226560.0,256753664.0,14129803264.0,4.0,114.0,0.0,3.0,0.0
5.112,13.466,76.434,0.0,4.988,0.0,0.0,0.0,10071362.0,18355430.0,301465600.0,12226560.0,256753664.0,14129655808.0,4.0,114.0,0.0,3.0,0.0
5.772,13.927,74.655,0.125,5.521,0.0,0.0,12288.0,10036100.0,18329958.0,301457408.0,12234752.0,256753664.0,14129655808.0,4.0,114.0,0.0,3.0,0.0
4.988,14.339,75.686,0.0,4.988,0.0,0.0,0.0,10388799.0,18957468.0,303816704.0,12234752.0,256753664.0,14127296512.0,4.0,114.0,0.0,3.0,0.0
5.144,14.178,75.031,0.0,5.646,0.0,0.0,0.0,9654391.0,17622940.0,301395968.0,12234752.0,256753664.0,14129717248.0,4.0,114.0,0.0,3.0,0.0
5.006,14.268,75.970,0.0,4.756,0.0,0.0,0.0,10116310.0,18511466.0,303640576.0,12234752.0,256753664.0,14127472640.0,4.0,114.0,0.0,2.0,0.0
5.639,14.035,75.689,0.0,4.637,0.0,0.0,0.0,10752351.0,19612062.0,303984640.0,12234752.0,256753664.0,14127128576.0,4.0,114.0,0.0,2.0,0.0
5.375,14.750,74.875,0.375,4.625,0.0,0.0,12288.0,10759900.0,19612028.0,301850624.0,12242944.0,256745472.0,14129262592.0,4.0,114.0,0.0,2.0,0.0
5.131,14.143,75.344,0.0,5.382,0.0,0.0,0.0,10331098.0,18872762.0,302329856.0,12242944.0,256753664.0,14128775168.0,4.0,114.0,0.0,2.0,0.0
4.875,13.875,74.375,0.0,6.875,0.0,0.0,0.0,9378604.0,17125114.0,300417024.0,12242944.0,256753664.0,14130688000.0,4.0,114.0,0.0,2.0,0.0
5.131,14.518,75.094,0.0,5.257,0.0,0.0,0.0,9734082.0,17814894.0,300089344.0,12242944.0,256753664.0,14131015680.0,4.0,114.0,0.0,2.0,0.0
5.125,16.0,72.125,0.0,6.750,0.0,0.0,0.0,8778251.0,16019848.0,299184128.0,12242944.0,256753664.0,14131920896.0,4.0,114.0,0.0,2.0,0.0
5.375,13.750,75.625,0.0,5.250,0.0,0.0,0.0,9778083.0,17819536.0,298414080.0,12242944.0,256753664.0,14132690944.0,4.0,114.0,0.0,2.0,0.0
5.882,13.517,75.720,0.250,4.631,0.0,0.0,12288.0,10558506.0,19291690.0,297119744.0,12251136.0,256753664.0,14133977088.0,4.0,114.0,0.0,2.0,0.0
5.757,13.892,75.469,0.0,4.881,0.0,0.0,0.0,10155977.0,18518569.0,296603648.0,12251136.0,256757760.0,14134489088.0,4.0,114.0,0.0,2.0,0.0
5.875,13.875,73.500,0.0,6.750,0.0,0.0,0.0,9530721.0,17388156.0,298614784.0,12251136.0,256757760.0,14132477952.0,4.0,114.0,0.0,3.0,0.0
5.0,13.875,75.375,0.0,5.750,0.0,0.0,0.0,9586444.0,17522526.0,297582592.0,12251136.0,256757760.0,14133510144.0,4.0,114.0,0.0,3.0,0.0
5.507,14.268,75.720,0.0,4.506,0.0,0.0,4096.0,10765871.0,19670094.0,296783872.0,12251136.0,256757760.0,14134308864.0,4.0,114.0,0.0,3.0,0.0
