"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_2k_2-1-8-2-1.csv 1 60",,,,"Date:","05 Nov 2017 21:27:42 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
2.428,6.112,89.376,0.943,1.141,0.0,77522.697,85286587.315,0.0,0.0,259895296.0,13152256.0,256983040.0,14177636352.0,4.0,70.0,38.0,19.0,0.0
8.809,13.648,76.179,0.0,1.365,0.0,0.0,0.0,3839613.0,6738508.0,282406912.0,13152256.0,256983040.0,14155124736.0,4.0,197.0,13.0,19.0,0.0
5.882,13.016,79.599,0.0,1.502,0.0,0.0,0.0,4220569.0,7880576.0,282038272.0,13152256.0,256983040.0,14155493376.0,4.0,210.0,0.0,19.0,0.0
4.375,11.250,83.250,0.0,1.125,0.0,0.0,0.0,4606669.0,8638328.0,286248960.0,13152256.0,256983040.0,14151282688.0,4.0,210.0,0.0,18.0,0.0
4.0,10.875,83.500,0.375,1.250,0.0,0.0,4096.0,4508079.0,8474204.0,286756864.0,13156352.0,256978944.0,14150774784.0,4.0,210.0,0.0,18.0,0.0
4.245,12.360,80.150,2.122,1.124,0.0,0.0,86016.0,4584339.0,8586744.0,286818304.0,13160448.0,256983040.0,14150705152.0,4.0,210.0,0.0,18.0,0.0
2.753,11.389,81.852,0.0,4.005,0.0,0.0,0.0,3444585.0,6485078.0,288825344.0,13160448.0,256983040.0,14148698112.0,4.0,210.0,0.0,18.0,0.0
3.625,11.125,84.125,0.0,1.125,0.0,0.0,0.0,4659950.0,8742668.0,288829440.0,13160448.0,256983040.0,14148694016.0,4.0,210.0,0.0,18.0,0.0
4.0,10.875,84.0,0.0,1.125,0.0,0.0,0.0,4671835.0,8754250.0,288727040.0,13160448.0,256983040.0,14148796416.0,4.0,210.0,0.0,18.0,0.0
3.745,11.111,83.770,0.0,1.373,0.0,0.0,0.0,4659756.0,8741440.0,289251328.0,13160448.0,256983040.0,14148272128.0,4.0,210.0,0.0,18.0,0.0
3.509,11.028,83.459,0.501,1.504,0.0,0.0,69632.0,4393139.0,8251506.0,288235520.0,13168640.0,256983040.0,14149279744.0,4.0,210.0,0.0,18.0,0.0
3.625,10.875,83.750,0.0,1.750,0.0,0.0,0.0,4396667.0,8248406.0,287940608.0,13168640.0,256983040.0,14149574656.0,4.0,210.0,1.0,18.0,0.0
4.239,10.973,83.541,0.0,1.247,0.0,0.0,0.0,4621402.0,8678229.0,291524608.0,13168640.0,256987136.0,14145986560.0,4.0,211.0,0.0,18.0,0.0
3.375,11.250,84.0,0.0,1.375,0.0,0.0,0.0,4554977.0,8541590.0,291123200.0,13168640.0,256987136.0,14146387968.0,4.0,211.0,0.0,18.0,0.0
3.625,11.125,84.250,0.0,1.0,0.0,0.0,0.0,4510211.0,8483910.0,291655680.0,13168640.0,256987136.0,14145855488.0,4.0,211.0,0.0,18.0,0.0
3.379,10.889,83.354,0.375,2.003,0.0,0.0,45056.0,4159972.0,7793243.0,291176448.0,13176832.0,256987136.0,14146326528.0,4.0,211.0,0.0,18.0,0.0
3.500,11.0,84.375,0.0,1.125,0.0,0.0,0.0,4493271.0,8430494.0,291909632.0,13176832.0,256987136.0,14145593344.0,4.0,211.0,0.0,18.0,0.0
3.500,11.0,84.250,0.0,1.250,0.0,0.0,0.0,4526772.0,8503120.0,290611200.0,13176832.0,256987136.0,14146891776.0,4.0,211.0,0.0,18.0,0.0
3.750,11.0,84.125,0.0,1.125,0.0,0.0,0.0,4693738.0,8816176.0,290795520.0,13176832.0,256987136.0,14146707456.0,4.0,211.0,0.0,18.0,0.0
3.630,11.014,84.230,0.0,1.126,0.0,0.0,0.0,4483653.0,8414188.0,291033088.0,13176832.0,256987136.0,14146469888.0,4.0,211.0,0.0,18.0,0.0
3.616,11.097,83.541,0.499,1.247,0.0,0.0,40960.0,4499386.0,8449679.0,290787328.0,13185024.0,256987136.0,14146707456.0,4.0,211.0,0.0,18.0,0.0
3.625,11.0,84.250,0.0,1.125,0.0,0.0,0.0,4637868.0,8689768.0,289329152.0,13185024.0,256987136.0,14148165632.0,4.0,211.0,0.0,18.0,0.0
3.513,11.041,83.814,0.0,1.631,0.0,0.0,0.0,4377081.0,8213889.0,289361920.0,13185024.0,256987136.0,14148132864.0,4.0,211.0,0.0,19.0,0.0
3.620,10.986,84.270,0.0,1.124,0.0,0.0,0.0,4646972.0,8723870.0,288559104.0,13185024.0,256987136.0,14148935680.0,4.0,211.0,0.0,19.0,0.0
3.254,11.014,83.354,0.0,2.378,0.0,0.0,0.0,4164026.0,7839852.0,288694272.0,13185024.0,256987136.0,14148800512.0,4.0,211.0,0.0,19.0,0.0
3.985,10.585,83.562,0.374,1.494,0.0,0.0,32768.0,4357259.0,8165188.0,288083968.0,13193216.0,256983040.0,14149406720.0,4.0,210.0,0.0,18.0,0.0
4.015,10.916,84.065,0.0,1.004,0.0,0.0,0.0,4573809.0,8574693.0,288112640.0,13193216.0,256983040.0,14149378048.0,4.0,210.0,0.0,18.0,0.0
3.865,10.848,84.289,0.0,0.998,0.0,0.0,0.0,4564053.0,8563706.0,287789056.0,13193216.0,256987136.0,14149697536.0,4.0,210.0,0.0,18.0,0.0
4.0,10.625,84.375,0.0,1.0,0.0,0.0,0.0,4610529.0,8655286.0,285847552.0,13193216.0,256987136.0,14151639040.0,4.0,210.0,0.0,18.0,0.0
3.634,10.777,84.586,0.0,1.003,0.0,0.0,0.0,4227819.0,7939086.0,286269440.0,13193216.0,256987136.0,14151217152.0,4.0,210.0,0.0,18.0,0.0
3.246,10.861,83.021,0.375,2.497,0.0,0.0,49152.0,2131194.0,3999941.0,286117888.0,13201408.0,256987136.0,14151360512.0,4.0,210.0,0.0,18.0,0.0
3.759,10.902,84.336,0.0,1.003,0.0,0.0,0.0,4369867.0,8200148.0,286040064.0,13201408.0,256987136.0,14151438336.0,4.0,210.0,0.0,18.0,0.0
3.741,10.723,84.040,0.0,1.496,0.0,0.0,0.0,4654945.0,8739306.0,284286976.0,13201408.0,256987136.0,14153191424.0,4.0,210.0,0.0,18.0,0.0
3.759,10.526,83.709,0.0,2.005,0.0,0.0,0.0,4122835.0,7737854.0,283787264.0,13201408.0,256987136.0,14153691136.0,4.0,210.0,0.0,2.0,0.0
3.375,11.375,83.875,0.0,1.375,0.0,0.0,0.0,4351380.0,8173170.0,284483584.0,13201408.0,256987136.0,14152994816.0,4.0,210.0,0.0,2.0,0.0
3.616,10.723,83.666,0.748,1.247,0.0,0.0,49152.0,4527601.0,8492450.0,283942912.0,13209600.0,256987136.0,14153527296.0,4.0,210.0,0.0,2.0,0.0
3.625,10.750,84.125,0.0,1.500,0.0,0.0,0.0,4460223.0,8378724.0,281845760.0,13209600.0,256987136.0,14155624448.0,4.0,210.0,0.0,2.0,0.0
3.500,10.875,84.250,0.0,1.375,0.0,0.0,0.0,4498809.0,8449688.0,282443776.0,13209600.0,256987136.0,14155026432.0,4.0,210.0,0.0,2.0,0.0
4.255,10.513,83.980,0.0,1.252,0.0,0.0,0.0,4576367.0,8569774.0,281403392.0,13209600.0,256987136.0,14156066816.0,4.0,210.0,0.0,2.0,0.0
3.995,10.986,83.645,0.0,1.373,0.0,0.0,0.0,4593689.0,8618238.0,279638016.0,13209600.0,256987136.0,14157832192.0,4.0,210.0,0.0,2.0,0.0
3.755,11.640,82.979,0.501,1.126,0.0,0.0,45056.0,4499155.0,8443564.0,288325632.0,13217792.0,256987136.0,14149136384.0,4.0,210.0,0.0,2.0,0.0
4.0,10.500,84.375,0.0,1.125,0.0,0.0,0.0,4252433.0,7993018.0,288636928.0,13217792.0,256987136.0,14148825088.0,4.0,210.0,0.0,2.0,0.0
3.630,10.763,84.355,0.0,1.252,0.0,0.0,0.0,4505014.0,8462604.0,288731136.0,13217792.0,256987136.0,14148730880.0,4.0,210.0,0.0,2.0,0.0
