"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms5",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_multi_get_non_shard_2-2-64-6-2.csv 1 60",,,,"Date:","02 Dec 2017 12:16:42 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
2.571,6.757,86.313,0.550,3.809,0.0,53467.151,58672972.145,0.0,0.0,303890432.0,13713408.0,257769472.0,14124728320.0,4.0,200.0,0.0,194.0,0.0
9.689,14.037,72.795,0.0,3.478,0.0,0.0,0.0,3033294.0,3957349.0,318914560.0,13713408.0,257777664.0,14109696000.0,4.0,200.0,0.0,194.0,0.0
8.966,15.816,73.848,0.0,1.370,0.0,0.0,0.0,3264757.0,4310294.0,320958464.0,13713408.0,257777664.0,14107652096.0,4.0,200.0,0.0,194.0,0.0
4.130,11.389,81.727,0.0,2.753,0.0,0.0,0.0,3017909.0,3972784.0,320675840.0,13713408.0,257777664.0,14107934720.0,4.0,200.0,0.0,194.0,0.0
3.375,11.125,82.250,0.0,3.250,0.0,0.0,0.0,2854051.0,3765550.0,320540672.0,13713408.0,257777664.0,14108069888.0,4.0,200.0,0.0,194.0,0.0
3.504,10.638,84.230,0.0,1.627,0.0,0.0,0.0,3147181.0,4138649.0,320020480.0,13713408.0,257777664.0,14108590080.0,4.0,200.0,0.0,194.0,0.0
3.620,10.487,84.519,0.375,0.999,0.0,0.0,28672.0,3702369.0,4858607.0,317480960.0,13721600.0,257769472.0,14111129600.0,4.0,200.0,0.0,194.0,0.0
7.375,15.250,76.625,0.0,0.750,0.0,0.0,0.0,3455739.0,4530377.0,329420800.0,13721600.0,257777664.0,14099181568.0,4.0,200.0,0.0,194.0,0.0
5.368,12.984,79.900,0.0,1.748,0.0,0.0,0.0,3618694.0,4726765.0,329498624.0,13721600.0,257777664.0,14099103744.0,4.0,200.0,0.0,194.0,0.0
4.756,11.890,81.477,0.0,1.877,0.0,0.0,0.0,3335460.0,4370166.0,329916416.0,13721600.0,257777664.0,14098685952.0,4.0,200.0,0.0,194.0,0.0
3.375,10.500,85.375,0.0,0.750,0.0,0.0,0.0,3464578.0,4529865.0,333783040.0,13721600.0,257777664.0,14094819328.0,4.0,200.0,0.0,194.0,0.0
3.630,11.139,84.606,0.0,0.626,0.0,0.0,0.0,3553734.0,4663146.0,348430336.0,13721600.0,257777664.0,14080172032.0,4.0,200.0,0.0,194.0,0.0
3.625,10.500,83.875,0.250,1.750,0.0,0.0,12288.0,3263781.0,4263944.0,362897408.0,13729792.0,257769472.0,14065704960.0,4.0,200.0,0.0,194.0,0.0
4.744,11.111,83.521,0.0,0.624,0.0,0.0,0.0,3524761.0,4607134.0,378580992.0,13729792.0,257777664.0,14050013184.0,4.0,200.0,0.0,194.0,0.0
6.875,14.500,76.750,0.0,1.875,0.0,0.0,0.0,3216834.0,4234610.0,380211200.0,13729792.0,257777664.0,14048382976.0,4.0,200.0,0.0,195.0,0.0
4.750,11.625,82.750,0.0,0.875,0.0,0.0,0.0,3657006.0,4773798.0,380469248.0,13729792.0,257777664.0,14048124928.0,4.0,200.0,0.0,195.0,0.0
5.890,11.905,81.704,0.0,0.501,0.0,0.0,0.0,3696448.0,4835096.0,380166144.0,13729792.0,257777664.0,14048428032.0,4.0,200.0,0.0,195.0,0.0
3.500,10.375,85.625,0.0,0.500,0.0,0.0,0.0,3858417.0,5048423.0,379555840.0,13729792.0,257777664.0,14049038336.0,4.0,200.0,0.0,195.0,0.0
