"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_multi_get_non_shard_2-3-64-9-1.csv 1 60",,,,"Date:","02 Dec 2017 12:23:25 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
2.737,6.901,86.610,0.524,3.228,0.0,49258.340,54019916.652,0.0,0.0,292978688.0,14819328.0,257781760.0,14134521856.0,4.0,200.0,0.0,194.0,0.0
10.323,16.418,67.662,0.0,5.597,0.0,0.0,0.0,3600063.0,4432456.0,322359296.0,14819328.0,257781760.0,14105141248.0,4.0,200.0,0.0,194.0,0.0
8.864,14.357,74.282,0.0,2.497,0.0,0.0,0.0,4175607.0,5141114.0,323190784.0,14819328.0,257781760.0,14104309760.0,4.0,200.0,0.0,194.0,0.0
4.750,10.0,84.750,0.0,0.500,0.0,0.0,0.0,4485947.0,5557546.0,323977216.0,14819328.0,257781760.0,14103523328.0,4.0,200.0,0.0,194.0,0.0
4.506,10.388,83.855,0.0,1.252,0.0,0.0,0.0,4869229.0,5987810.0,324132864.0,14819328.0,257781760.0,14103367680.0,4.0,200.0,0.0,194.0,0.0
3.745,10.861,84.020,0.749,0.624,0.0,0.0,36864.0,5311095.0,6527656.0,323903488.0,14827520.0,257773568.0,14103597056.0,4.0,200.0,0.0,194.0,0.0
5.0,10.750,83.750,0.0,0.500,0.0,0.0,0.0,5399613.0,6625448.0,330207232.0,14827520.0,257781760.0,14097285120.0,4.0,200.0,0.0,194.0,0.0
8.500,14.375,76.500,0.0,0.625,0.0,0.0,0.0,5203987.0,6375568.0,331620352.0,14827520.0,257781760.0,14095872000.0,4.0,200.0,0.0,194.0,0.0
5.625,12.750,80.875,0.0,0.750,0.0,0.0,0.0,5248356.0,6432746.0,333717504.0,14827520.0,257781760.0,14093774848.0,4.0,200.0,0.0,194.0,0.0
3.630,10.638,84.731,0.0,1.001,0.0,0.0,0.0,5659714.0,6927498.0,355065856.0,14827520.0,257781760.0,14072426496.0,4.0,200.0,0.0,195.0,0.0
3.371,10.737,83.895,0.0,1.998,0.0,0.0,0.0,4915012.0,6033696.0,365924352.0,14827520.0,257781760.0,14061568000.0,4.0,200.0,0.0,195.0,0.0
3.880,10.763,83.229,0.250,1.877,0.0,0.0,12288.0,5154574.0,6298188.0,382107648.0,14835712.0,257773568.0,14045384704.0,4.0,200.0,0.0,195.0,0.0
3.745,10.612,85.019,0.0,0.624,0.0,0.0,0.0,5620870.0,6884721.0,382590976.0,14835712.0,257781760.0,14044893184.0,4.0,200.0,0.0,195.0,0.0
4.750,10.875,83.625,0.0,0.750,0.0,0.0,0.0,5596119.0,6841039.0,382492672.0,14835712.0,257781760.0,14044991488.0,4.0,200.0,0.0,194.0,0.0
3.504,10.513,85.357,0.0,0.626,0.0,0.0,0.0,5637140.0,6904010.0,382021632.0,14835712.0,257781760.0,14045462528.0,4.0,200.0,0.0,194.0,0.0
7.500,13.125,78.625,0.0,0.750,0.0,0.0,0.0,5328240.0,6515333.0,381677568.0,14835712.0,257781760.0,14045806592.0,4.0,200.0,0.0,194.0,0.0
5.243,12.484,81.398,0.0,0.874,0.0,0.0,0.0,5538634.0,6777706.0,390500352.0,14835712.0,257781760.0,14036983808.0,4.0,200.0,0.0,194.0,0.0
5.138,10.902,83.083,0.125,0.752,0.0,0.0,12288.0,5287658.0,6476745.0,389836800.0,14843904.0,257773568.0,14037647360.0,4.0,200.0,0.0,194.0,0.0
4.370,10.487,84.519,0.0,0.624,0.0,0.0,0.0,5266905.0,6438185.0,389865472.0,14843904.0,257781760.0,14037610496.0,4.0,200.0,0.0,194.0,0.0
3.125,10.875,84.750,0.0,1.250,0.0,0.0,0.0,5120312.0,6290689.0,389890048.0,14843904.0,257781760.0,14037585920.0,4.0,200.0,0.0,194.0,0.0
3.880,10.138,85.357,0.0,0.626,0.0,0.0,0.0,6556297.0,8011607.0,390070272.0,14843904.0,257781760.0,14037405696.0,4.0,200.0,0.0,194.0,0.0
3.117,10.848,85.287,0.0,0.748,0.0,0.0,0.0,5209789.0,6404059.0,394162176.0,14843904.0,257781760.0,14033313792.0,4.0,200.0,0.0,2.0,0.0
3.504,10.013,85.482,0.0,1.001,0.0,0.0,0.0,5355324.0,6599614.0,409120768.0,14843904.0,257781760.0,14018355200.0,4.0,200.0,0.0,2.0,0.0
3.625,10.250,81.0,4.500,0.625,0.0,0.0,12288.0,5597651.0,6878888.0,436457472.0,14852096.0,257773568.0,13991018496.0,4.0,200.0,0.0,2.0,0.0
3.630,10.263,85.482,0.0,0.626,0.0,0.0,0.0,5507444.0,6782358.0,453791744.0,14852096.0,257781760.0,13973676032.0,4.0,200.0,0.0,2.0,0.0
3.750,10.250,85.250,0.0,0.750,0.0,0.0,8192.0,5622005.0,6888325.0,478568448.0,14852096.0,257781760.0,13948899328.0,4.0,200.0,0.0,2.0,0.0
3.750,10.125,85.0,0.0,1.125,0.0,0.0,0.0,5361187.0,6641285.0,495935488.0,14852096.0,257781760.0,13931532288.0,4.0,200.0,0.0,2.0,0.0
3.125,10.625,85.500,0.0,0.750,0.0,0.0,0.0,5820984.0,7180382.0,495988736.0,14852096.0,257785856.0,13931474944.0,4.0,200.0,0.0,2.0,0.0
3.620,10.487,85.268,0.0,0.624,0.0,0.0,0.0,5746604.0,7070369.0,495906816.0,14852096.0,257785856.0,13931556864.0,4.0,200.0,0.0,2.0,0.0
3.500,10.500,84.625,0.375,1.0,0.0,0.0,28672.0,5412673.0,6689724.0,496484352.0,14860288.0,257785856.0,13930971136.0,4.0,200.0,0.0,2.0,0.0
3.129,11.014,85.106,0.0,0.751,0.0,0.0,73728.0,5438061.0,6721221.0,495386624.0,14860288.0,257785856.0,13932068864.0,4.0,200.0,0.0,2.0,0.0
3.379,10.513,85.482,0.0,0.626,0.0,0.0,0.0,5366247.0,6619343.0,495501312.0,14860288.0,257785856.0,13931954176.0,4.0,200.0,0.0,2.0,0.0
3.865,10.224,85.162,0.0,0.748,0.0,0.0,0.0,5158664.0,6385811.0,496046080.0,14860288.0,257785856.0,13931409408.0,4.0,200.0,0.0,2.0,0.0
3.504,10.013,85.607,0.0,0.876,0.0,0.0,0.0,5251261.0,6498224.0,495321088.0,14860288.0,257785856.0,13932134400.0,4.0,200.0,0.0,2.0,0.0
3.371,10.612,84.894,0.375,0.749,0.0,0.0,20480.0,5153366.0,6371506.0,495050752.0,14868480.0,257785856.0,13932396544.0,4.0,200.0,0.0,3.0,0.0
3.125,10.750,85.500,0.0,0.625,0.0,0.0,8192.0,5065061.0,6284164.0,495521792.0,14868480.0,257785856.0,13931925504.0,4.0,200.0,0.0,3.0,0.0
3.630,10.388,85.482,0.0,0.501,0.0,0.0,0.0,5245293.0,6490577.0,495718400.0,14868480.0,257785856.0,13931728896.0,4.0,200.0,0.0,3.0,0.0
3.504,10.388,85.482,0.0,0.626,0.0,0.0,0.0,5329349.0,6585368.0,497545216.0,14868480.0,257785856.0,13929902080.0,4.0,200.0,0.0,3.0,0.0
3.371,10.487,84.395,0.0,1.748,0.0,0.0,0.0,4720880.0,5845807.0,498065408.0,14868480.0,257785856.0,13929381888.0,4.0,200.0,0.0,3.0,0.0
3.250,10.500,85.125,0.375,0.750,0.0,0.0,20480.0,5071557.0,6284380.0,497434624.0,14876672.0,257777664.0,13930012672.0,4.0,200.0,0.0,3.0,0.0
3.504,10.263,85.482,0.0,0.751,0.0,0.0,0.0,5285557.0,6542699.0,497881088.0,14876672.0,257785856.0,13929558016.0,4.0,200.0,0.0,3.0,0.0
3.625,10.500,84.500,0.0,1.375,0.0,0.0,0.0,4940409.0,6113371.0,498388992.0,14876672.0,257785856.0,13929050112.0,4.0,200.0,0.0,3.0,0.0
3.371,10.362,84.644,0.0,1.623,0.0,0.0,0.0,5228067.0,6459010.0,497897472.0,14876672.0,257785856.0,13929541632.0,4.0,200.0,0.0,3.0,0.0
3.254,10.388,85.106,0.0,1.252,0.0,0.0,0.0,5056210.0,6267186.0,497790976.0,14876672.0,257785856.0,13929648128.0,4.0,200.0,0.0,3.0,0.0
3.500,10.375,85.625,0.0,0.500,0.0,0.0,0.0,5181516.0,6415464.0,498458624.0,14876672.0,257785856.0,13928980480.0,4.0,200.0,0.0,3.0,0.0
3.630,10.013,85.232,0.375,0.751,0.0,0.0,12288.0,5073580.0,6277877.0,497942528.0,14884864.0,257777664.0,13929496576.0,4.0,200.0,0.0,3.0,0.0
3.620,10.362,85.393,0.0,0.624,0.0,0.0,0.0,5134182.0,6367141.0,497971200.0,14884864.0,257785856.0,13929459712.0,4.0,200.0,0.0,3.0,0.0
3.250,10.625,85.500,0.0,0.625,0.0,0.0,0.0,4907585.0,6092776.0,502071296.0,14884864.0,257785856.0,13925359616.0,4.0,200.0,0.0,3.0,0.0
3.755,10.138,85.357,0.0,0.751,0.0,0.0,0.0,5092937.0,6310611.0,519004160.0,14884864.0,257785856.0,13908426752.0,4.0,200.0,0.0,3.0,0.0
3.379,10.513,84.981,0.0,1.126,0.0,0.0,0.0,4779374.0,5956723.0,536240128.0,14884864.0,257785856.0,13891190784.0,4.0,200.0,0.0,3.0,0.0
3.625,10.625,85.125,0.0,0.625,0.0,0.0,0.0,5489068.0,6809392.0,561934336.0,14884864.0,257785856.0,13865496576.0,4.0,200.0,0.0,3.0,0.0
3.745,10.362,85.019,0.250,0.624,0.0,0.0,12288.0,5209596.0,6469070.0,579219456.0,14893056.0,257785856.0,13848203264.0,4.0,200.0,0.0,2.0,0.0
3.254,10.513,85.482,0.0,0.751,0.0,0.0,0.0,4981763.0,6174095.0,602542080.0,14893056.0,257785856.0,13824880640.0,4.0,200.0,0.0,2.0,0.0
3.870,10.237,85.144,0.0,0.749,0.0,0.0,0.0,5147076.0,6371954.0,623595520.0,14893056.0,257785856.0,13803827200.0,4.0,200.0,0.0,2.0,0.0
3.625,10.375,85.500,0.0,0.500,0.0,0.0,0.0,5043456.0,6250711.0,644513792.0,14893056.0,257785856.0,13782908928.0,4.0,200.0,0.0,2.0,0.0
3.129,10.388,84.481,0.0,2.003,0.0,0.0,0.0,4698427.0,5818742.0,665333760.0,14893056.0,257785856.0,13762088960.0,4.0,200.0,0.0,2.0,0.0
3.750,10.375,85.375,0.0,0.500,0.0,0.0,0.0,5370059.0,6655817.0,679583744.0,14893056.0,257785856.0,13747838976.0,4.0,200.0,0.0,2.0,0.0
3.990,10.224,84.913,0.125,0.748,0.0,0.0,12288.0,5820116.0,7194443.0,709623808.0,14901248.0,257789952.0,13717786624.0,4.0,200.0,0.0,2.0,0.0
3.885,10.025,84.586,0.0,1.504,0.0,0.0,0.0,4946741.0,6148093.0,721981440.0,14901248.0,257789952.0,13705428992.0,4.0,200.0,0.0,2.0,0.0
3.246,10.612,84.894,0.0,1.248,0.0,0.0,0.0,4881100.0,6033304.0,722628608.0,14901248.0,257789952.0,13704781824.0,4.0,200.0,0.0,3.0,0.0
3.750,10.125,85.500,0.0,0.625,0.0,0.0,20480.0,4679492.0,5824285.0,722821120.0,14901248.0,257789952.0,13704589312.0,4.0,200.0,0.0,3.0,0.0
