"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_read_20-2-16.csv 1 60",,,,"Date:","23 Oct 2017 21:55:09 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
6.318,9.919,81.633,0.284,1.846,0.0,38073.662,42110706.290,0.0,0.0,272748544.0,17498112.0,251731968.0,14163468288.0,4.0,19.0,0.0,18.0,0.0
34.864,23.945,37.345,0.496,3.350,0.0,0.0,45056.0,5183835.0,5186065.0,304267264.0,17506304.0,251736064.0,14131937280.0,4.0,59.0,0.0,18.0,0.0
37.171,21.026,37.171,0.0,4.631,0.0,0.0,0.0,9653341.0,9644262.0,319209472.0,17506304.0,251736064.0,14116995072.0,4.0,59.0,0.0,18.0,0.0
37.0,22.125,37.125,0.0,3.750,0.0,0.0,0.0,10241717.0,10251785.0,326512640.0,17506304.0,251736064.0,14109691904.0,4.0,59.0,0.0,18.0,0.0
17.043,17.419,62.030,0.0,3.509,0.0,0.0,0.0,11471475.0,11471593.0,325001216.0,17506304.0,251736064.0,14111203328.0,4.0,59.0,0.0,18.0,0.0
8.0,14.875,73.375,0.0,3.750,0.0,0.0,0.0,11014862.0,11011654.0,321359872.0,17506304.0,251736064.0,14114844672.0,4.0,58.0,0.0,18.0,1.0
9.136,16.145,70.713,0.0,4.005,0.0,0.0,0.0,11736681.0,11739216.0,317972480.0,17506304.0,251731968.0,14118236160.0,4.0,58.0,0.0,18.0,1.0
9.011,16.020,71.089,0.125,3.755,0.0,0.0,12288.0,11485632.0,11483077.0,318373888.0,17514496.0,251727872.0,14117830656.0,4.0,58.0,0.0,18.0,1.0
8.614,14.482,73.408,0.0,3.496,0.0,0.0,0.0,11676014.0,11675261.0,317419520.0,17514496.0,251731968.0,14118780928.0,4.0,58.0,0.0,18.0,1.0
7.846,15.193,73.474,0.0,3.487,0.0,0.0,0.0,11847550.0,11854558.0,320880640.0,17514496.0,251731968.0,14115319808.0,4.0,58.0,0.0,18.0,1.0
7.875,14.375,74.125,0.0,3.625,0.0,0.0,8192.0,10925492.0,10924011.0,319115264.0,17514496.0,251731968.0,14117085184.0,4.0,58.0,0.0,18.0,1.0
8.145,14.662,72.556,0.125,4.511,0.0,0.0,0.0,10259518.0,10260295.0,318574592.0,17514496.0,251731968.0,14117625856.0,4.0,58.0,0.0,19.0,1.0
10.038,15.684,68.381,0.0,5.897,0.0,0.0,0.0,10463836.0,10461516.0,318738432.0,17514496.0,251731968.0,14117462016.0,4.0,58.0,0.0,19.0,1.0
9.0,15.375,70.750,0.125,4.750,0.0,0.0,28672.0,11831503.0,11832743.0,318246912.0,17522688.0,251723776.0,14117953536.0,4.0,58.0,0.0,19.0,1.0
8.260,15.019,72.966,0.0,3.755,0.0,0.0,0.0,12103507.0,12104243.0,317906944.0,17522688.0,251731968.0,14118285312.0,4.0,58.0,0.0,19.0,1.0
8.125,15.250,72.500,0.0,4.125,0.0,0.0,49152.0,11582960.0,11584790.0,315457536.0,17522688.0,251731968.0,14120734720.0,4.0,58.0,0.0,18.0,1.0
8.625,15.125,72.375,0.0,3.875,0.0,0.0,0.0,12014231.0,12013406.0,315695104.0,17522688.0,251731968.0,14120497152.0,4.0,58.0,0.0,18.0,1.0
8.240,14.856,73.159,0.0,3.745,0.0,0.0,0.0,12082247.0,12082245.0,314347520.0,17522688.0,251731968.0,14121844736.0,4.0,58.0,0.0,18.0,1.0
7.895,14.662,73.559,0.0,3.885,0.0,0.0,0.0,11568274.0,11569077.0,313839616.0,17522688.0,251731968.0,14122352640.0,4.0,58.0,0.0,18.0,1.0
8.135,15.394,72.215,0.250,4.005,0.0,0.0,12288.0,12697461.0,12688736.0,311730176.0,17530880.0,251723776.0,14124462080.0,4.0,58.0,0.0,18.0,1.0
7.846,14.819,73.724,0.0,3.611,0.0,0.0,0.0,11854876.0,11865579.0,309841920.0,17530880.0,251731968.0,14126342144.0,4.0,58.0,0.0,18.0,1.0
7.885,15.269,73.342,0.0,3.504,0.0,0.0,0.0,12001808.0,11996199.0,309751808.0,17530880.0,251731968.0,14126432256.0,4.0,58.0,0.0,18.0,1.0
7.789,14.824,73.744,0.0,3.643,0.0,0.0,0.0,11445193.0,11447708.0,309551104.0,17530880.0,251731968.0,14126632960.0,4.0,58.0,0.0,18.0,1.0
7.980,14.713,73.192,0.0,4.115,0.0,0.0,0.0,12660511.0,12663833.0,309067776.0,17530880.0,251731968.0,14127116288.0,4.0,58.0,0.0,18.0,1.0
