"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_read_32-1-32.csv 1 60",,,,"Date:","23 Oct 2017 22:39:18 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
6.715,10.638,80.315,0.227,2.105,0.0,26706.429,29540081.180,0.0,0.0,271286272.0,20869120.0,251920384.0,14161371136.0,4.0,34.0,0.0,35.0,0.0
38.119,26.238,31.312,0.124,4.208,0.0,0.0,0.0,6443323.0,6438667.0,300601344.0,20869120.0,251920384.0,14132056064.0,4.0,98.0,0.0,35.0,0.0
36.637,23.839,33.375,0.0,6.148,0.0,0.0,0.0,11926945.0,11926833.0,312000512.0,20869120.0,251920384.0,14120656896.0,4.0,98.0,0.0,35.0,0.0
13.483,16.230,66.167,0.0,4.120,0.0,0.0,0.0,10657514.0,10673866.0,312467456.0,20869120.0,251920384.0,14120189952.0,4.0,98.0,0.0,34.0,0.0
11.0,17.875,66.250,0.0,4.875,0.0,0.0,0.0,13557962.0,13528867.0,316649472.0,20869120.0,251920384.0,14116007936.0,4.0,98.0,0.0,34.0,0.0
8.521,17.293,69.674,0.125,4.386,0.0,0.0,32768.0,12001927.0,12023166.0,364752896.0,20877312.0,251916288.0,14067900416.0,4.0,98.0,0.0,34.0,0.0
9.250,18.0,68.0,0.0,4.750,0.0,0.0,0.0,13754273.0,13751343.0,367124480.0,20877312.0,251920384.0,14065524736.0,4.0,98.0,0.0,34.0,0.0
9.387,16.521,69.837,0.250,4.005,0.0,0.0,0.0,11873675.0,11877793.0,368574464.0,20877312.0,251920384.0,14064074752.0,4.0,98.0,0.0,34.0,0.0
8.385,16.270,69.837,0.0,5.507,0.0,0.0,0.0,10943634.0,10950962.0,370012160.0,20877312.0,251920384.0,14062637056.0,4.0,98.0,0.0,34.0,0.0
9.250,17.125,69.125,0.0,4.500,0.0,0.0,12288.0,13498919.0,13465879.0,380489728.0,20877312.0,251920384.0,14052159488.0,4.0,98.0,0.0,34.0,0.0
9.387,17.522,68.210,0.0,4.881,0.0,0.0,0.0,13280731.0,13311853.0,442290176.0,20877312.0,251920384.0,13990359040.0,4.0,98.0,0.0,34.0,0.0
11.750,18.250,64.875,0.375,4.750,0.0,0.0,28672.0,12800094.0,12799412.0,482390016.0,20885504.0,251912192.0,13950259200.0,4.0,98.0,0.0,34.0,0.0
9.637,16.521,69.712,0.0,4.130,0.0,0.0,0.0,12331572.0,12340413.0,482267136.0,20885504.0,251920384.0,13950373888.0,4.0,98.0,0.0,34.0,0.0
8.897,15.915,71.429,0.0,3.759,0.0,0.0,0.0,11173977.0,11179220.0,482795520.0,20885504.0,251920384.0,13949845504.0,4.0,98.0,0.0,34.0,0.0
9.613,16.729,68.539,0.0,5.119,0.0,0.0,45056.0,12492555.0,12495129.0,482254848.0,20885504.0,251920384.0,13950386176.0,4.0,98.0,0.0,34.0,0.0
9.762,17.647,67.584,0.0,5.006,0.0,0.0,0.0,13478040.0,13474906.0,484442112.0,20885504.0,251920384.0,13948198912.0,4.0,98.0,0.0,34.0,0.0
9.262,16.270,69.962,0.0,4.506,0.0,0.0,0.0,12072726.0,12066811.0,483803136.0,20885504.0,251920384.0,13948837888.0,4.0,98.0,0.0,34.0,0.0
9.125,16.875,69.625,0.250,4.125,0.0,0.0,12288.0,12366056.0,12370935.0,483831808.0,20893696.0,251912192.0,13948809216.0,4.0,98.0,0.0,34.0,0.0
9.738,16.729,68.789,0.0,4.744,0.0,0.0,0.0,12929865.0,12930771.0,482779136.0,20893696.0,251920384.0,13949853696.0,4.0,98.0,0.0,34.0,0.0
9.398,17.544,68.296,0.0,4.762,0.0,0.0,0.0,13243964.0,13245370.0,517767168.0,20893696.0,251920384.0,13914865664.0,4.0,98.0,0.0,34.0,0.0
8.728,16.584,70.698,0.0,3.990,0.0,0.0,0.0,11538760.0,11543522.0,572600320.0,20893696.0,251920384.0,13860032512.0,4.0,98.0,0.0,34.0,0.0
8.020,16.040,72.180,0.0,3.759,0.0,0.0,0.0,10157077.0,10218682.0,622452736.0,20893696.0,251920384.0,13810180096.0,4.0,98.0,0.0,34.0,0.0
