"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_read_4-3-64.csv 1 60",,,,"Date:","23 Oct 2017 23:38:42 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
7.108,11.310,79.076,0.184,2.322,0.0,19072.531,21076161.486,0.0,0.0,281563136.0,24104960.0,252411904.0,14147366912.0,4.0,74.0,0.0,67.0,0.0
23.134,17.662,58.085,0.0,1.119,0.0,0.0,20480.0,2202691.0,2227229.0,334467072.0,24104960.0,252416000.0,14094458880.0,4.0,74.0,0.0,66.0,0.0
9.250,11.625,77.875,0.0,1.250,0.0,0.0,0.0,3093850.0,3109666.0,346423296.0,24104960.0,252416000.0,14082502656.0,4.0,74.0,0.0,66.0,0.0
17.125,13.875,67.500,0.0,1.500,0.0,0.0,0.0,3383186.0,3390557.0,357068800.0,24104960.0,252416000.0,14071857152.0,4.0,74.0,0.0,66.0,0.0
28.500,21.0,48.500,0.500,1.500,0.0,0.0,28672.0,3138112.0,3147570.0,377204736.0,24113152.0,252407808.0,14051721216.0,4.0,74.0,0.0,66.0,0.0
14.500,14.625,69.375,0.250,1.250,0.0,0.0,4096.0,3194939.0,3200376.0,374788096.0,24113152.0,252416000.0,14054129664.0,4.0,74.0,0.0,66.0,0.0
6.250,12.125,80.250,0.0,1.375,0.0,0.0,0.0,3522016.0,3526648.0,374390784.0,24113152.0,252416000.0,14054526976.0,4.0,74.0,0.0,66.0,0.0
6.500,11.750,80.375,0.0,1.375,0.0,0.0,0.0,3480365.0,3486096.0,374702080.0,24113152.0,252416000.0,14054215680.0,4.0,74.0,0.0,66.0,0.0
5.500,11.625,81.375,0.125,1.375,0.0,0.0,0.0,3359921.0,3364750.0,374865920.0,24113152.0,252416000.0,14054051840.0,4.0,74.0,0.0,66.0,0.0
6.125,11.750,80.875,0.0,1.250,0.0,0.0,0.0,3372829.0,3375799.0,378454016.0,24113152.0,252416000.0,14050463744.0,4.0,74.0,0.0,66.0,0.0
6.250,12.0,80.250,0.250,1.250,0.0,0.0,12288.0,3400395.0,3401116.0,379215872.0,24121344.0,252416000.0,14049693696.0,4.0,74.0,0.0,66.0,0.0
5.757,11.264,81.602,0.0,1.377,0.0,0.0,12288.0,3344683.0,3349242.0,378654720.0,24121344.0,252416000.0,14050254848.0,4.0,74.0,0.0,66.0,0.0
5.875,11.500,81.375,0.0,1.250,0.0,0.0,0.0,3379811.0,3387276.0,378642432.0,24121344.0,252416000.0,14050267136.0,4.0,74.0,0.0,66.0,0.0
6.250,11.875,80.500,0.0,1.375,0.0,0.0,0.0,3491316.0,3494741.0,382074880.0,24121344.0,252416000.0,14046834688.0,4.0,74.0,0.0,66.0,0.0
5.743,11.486,80.899,0.0,1.873,0.0,0.0,0.0,3454992.0,3459018.0,431443968.0,24121344.0,252416000.0,13997465600.0,4.0,74.0,0.0,66.0,0.0
6.140,11.529,80.451,0.376,1.504,0.0,0.0,28672.0,3497874.0,3500514.0,441913344.0,24125440.0,252411904.0,13986996224.0,4.0,74.0,0.0,66.0,0.0
5.875,11.125,81.375,0.0,1.625,0.0,0.0,0.0,3485254.0,3487594.0,459149312.0,24125440.0,252416000.0,13969756160.0,4.0,74.0,0.0,66.0,0.0
5.507,11.514,81.852,0.0,1.126,0.0,0.0,0.0,3422943.0,3425025.0,480481280.0,24125440.0,252416000.0,13948424192.0,4.0,74.0,1.0,66.0,0.0
