"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms5",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_thrp_write_24-3-16-2.csv 1 60",,,,"Date:","26 Oct 2017 22:16:01 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
3.607,7.253,86.898,0.411,1.830,0.0,36971.546,41005400.931,0.0,0.0,267988992.0,16064512.0,250978304.0,14172635136.0,4.0,122.0,0.0,50.0,0.0
17.164,19.776,56.841,0.0,6.219,0.0,0.0,0.0,7718589.0,19705426.0,291573760.0,16064512.0,250994688.0,14149033984.0,4.0,122.0,0.0,50.0,0.0
7.338,10.821,75.249,0.0,6.592,0.0,0.0,0.0,7658768.0,19677952.0,296296448.0,16064512.0,250994688.0,14144311296.0,4.0,122.0,0.0,50.0,0.0
6.801,12.846,75.189,0.0,5.164,0.0,0.0,0.0,8251796.0,21097783.0,296386560.0,16064512.0,250994688.0,14144221184.0,4.0,122.0,0.0,50.0,0.0
5.237,10.599,78.055,0.0,6.110,0.0,0.0,0.0,7646462.0,19587976.0,298508288.0,16064512.0,250994688.0,14142099456.0,4.0,122.0,0.0,50.0,0.0
4.266,7.905,80.552,0.0,7.277,0.0,0.0,0.0,7271140.0,18626123.0,304087040.0,16064512.0,250994688.0,14136520704.0,4.0,122.0,0.0,50.0,0.0
5.119,14.482,75.281,0.0,5.119,0.0,0.0,32768.0,8169054.0,20875270.0,348553216.0,16072704.0,250994688.0,14092046336.0,4.0,122.0,0.0,50.0,0.0
6.102,13.948,74.844,0.0,5.106,0.0,0.0,0.0,8775117.0,22488592.0,348360704.0,16072704.0,250994688.0,14092238848.0,4.0,122.0,0.0,50.0,0.0
5.772,13.927,76.161,0.0,4.141,0.0,0.0,0.0,9131764.0,23402811.0,349519872.0,16072704.0,250994688.0,14091079680.0,4.0,122.0,0.0,50.0,0.0
6.0,14.125,74.750,0.0,5.125,0.0,0.0,0.0,9251013.0,23634320.0,349626368.0,16072704.0,250994688.0,14090973184.0,4.0,122.0,0.0,50.0,0.0
5.757,14.268,74.844,0.0,5.131,0.0,0.0,0.0,9059951.0,23190392.0,350449664.0,16072704.0,250994688.0,14090149888.0,4.0,122.0,0.0,50.0,0.0
5.500,14.125,74.125,0.0,6.250,0.0,0.0,0.0,8677722.0,22217410.0,350068736.0,16072704.0,250994688.0,14090530816.0,4.0,122.0,0.0,50.0,0.0
5.750,14.250,75.125,0.375,4.500,0.0,0.0,12288.0,9492281.0,24309375.0,349556736.0,16080896.0,250986496.0,14091042816.0,4.0,122.0,0.0,50.0,0.0
6.0,14.125,75.0,0.0,4.875,0.0,0.0,0.0,9243502.0,23687266.0,349843456.0,16080896.0,250994688.0,14090747904.0,4.0,122.0,0.0,50.0,0.0
5.890,14.662,75.439,0.0,4.010,0.0,0.0,0.0,9561371.0,24476625.0,349687808.0,16080896.0,250994688.0,14090903552.0,4.0,122.0,0.0,50.0,0.0
5.993,14.357,76.155,0.0,3.496,0.0,0.0,0.0,9418866.0,24075695.0,349409280.0,16080896.0,250994688.0,14091182080.0,4.0,122.0,0.0,51.0,0.0
5.764,14.286,75.439,0.0,4.511,0.0,0.0,0.0,9238103.0,23662537.0,349179904.0,16080896.0,250994688.0,14091411456.0,4.0,122.0,0.0,51.0,0.0
6.375,14.250,75.250,0.0,4.125,0.0,0.0,0.0,8953746.0,22892326.0,349437952.0,16080896.0,250994688.0,14091153408.0,4.0,122.0,0.0,51.0,0.0
5.993,13.858,75.406,0.624,4.120,0.0,0.0,12288.0,9389711.0,24058809.0,345677824.0,16089088.0,250986496.0,14094913536.0,4.0,122.0,0.0,51.0,0.0
6.500,14.250,74.375,0.0,4.875,0.0,0.0,0.0,8741530.0,22350634.0,346062848.0,16089088.0,250994688.0,14094520320.0,4.0,122.0,0.0,51.0,0.0
6.133,14.018,74.593,0.0,5.257,0.0,0.0,0.0,8862489.0,22689610.0,345866240.0,16089088.0,250994688.0,14094716928.0,4.0,122.0,0.0,51.0,0.0
5.757,14.768,75.469,0.0,4.005,0.0,0.0,0.0,8921323.0,22837054.0,345395200.0,16089088.0,250994688.0,14095187968.0,4.0,122.0,0.0,51.0,0.0
5.625,15.250,73.875,0.0,5.250,0.0,0.0,0.0,8597669.0,22004614.0,345530368.0,16089088.0,250994688.0,14095052800.0,4.0,122.0,0.0,51.0,0.0
5.625,14.750,74.375,0.0,5.250,0.0,0.0,0.0,8877150.0,22722158.0,345759744.0,16089088.0,250994688.0,14094823424.0,4.0,122.0,0.0,51.0,0.0
6.0,14.375,74.375,0.250,5.0,0.0,0.0,12288.0,8962493.0,22959654.0,342732800.0,16097280.0,250986496.0,14097850368.0,4.0,122.0,0.0,51.0,0.0
6.258,14.018,74.218,0.0,5.507,0.0,0.0,0.0,8705178.0,22267421.0,342654976.0,16097280.0,250994688.0,14097920000.0,4.0,122.0,0.0,51.0,0.0
5.875,14.250,73.125,0.0,6.750,0.0,0.0,0.0,8406978.0,21515170.0,343080960.0,16097280.0,250994688.0,14097494016.0,4.0,122.0,0.0,2.0,0.0
6.008,14.643,74.093,0.0,5.257,0.0,0.0,0.0,8822617.0,22605226.0,340258816.0,16097280.0,250998784.0,14100312064.0,4.0,122.0,0.0,2.0,0.0
5.625,15.500,73.250,0.0,5.625,0.0,0.0,32768.0,8752648.0,22381350.0,337600512.0,16097280.0,250998784.0,14102970368.0,4.0,122.0,0.0,2.0,0.0
6.125,14.500,72.0,0.0,7.375,0.0,0.0,0.0,8917335.0,22825287.0,338489344.0,16097280.0,250998784.0,14102081536.0,4.0,122.0,0.0,2.0,0.0
5.625,14.250,73.250,0.375,6.500,0.0,0.0,20480.0,8000352.0,20497575.0,335548416.0,16105472.0,250990592.0,14105022464.0,4.0,122.0,0.0,2.0,0.0
6.375,14.750,73.250,0.0,5.625,0.0,0.0,0.0,8917214.0,22841247.0,335679488.0,16105472.0,250998784.0,14104883200.0,4.0,122.0,0.0,2.0,0.0
6.125,14.125,74.0,0.0,5.750,0.0,0.0,0.0,8920622.0,22826389.0,335753216.0,16105472.0,250998784.0,14104809472.0,4.0,122.0,0.0,2.0,0.0
