"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_thrp_write_8-1-64-1.csv 1 60",,,,"Date:","26 Oct 2017 22:44:03 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
3.786,7.748,85.811,0.348,2.306,0.0,29298.457,32429719.197,0.0,0.0,294887424.0,18087936.0,251457536.0,14143234048.0,4.0,218.0,0.0,98.0,0.0
16.687,18.680,61.146,0.0,3.487,0.0,0.0,0.0,5925188.0,15253145.0,311300096.0,18087936.0,251457536.0,14126821376.0,4.0,218.0,0.0,98.0,0.0
10.750,16.750,69.500,0.0,3.0,0.0,0.0,0.0,6629616.0,17026965.0,312418304.0,18087936.0,251457536.0,14125703168.0,4.0,218.0,0.0,98.0,0.0
5.632,13.642,77.472,0.0,3.254,0.0,0.0,0.0,7343530.0,18773225.0,318758912.0,18087936.0,251457536.0,14119362560.0,4.0,218.0,0.0,98.0,0.0
6.750,14.250,76.250,0.0,2.750,0.0,0.0,0.0,7548752.0,19301713.0,360493056.0,18087936.0,251457536.0,14077628416.0,4.0,218.0,0.0,98.0,0.0
4.875,13.750,76.0,0.875,4.500,0.0,0.0,32768.0,5949968.0,15275783.0,367407104.0,18096128.0,251449344.0,14070714368.0,4.0,218.0,0.0,98.0,0.0
5.757,13.767,77.847,0.0,2.628,0.0,0.0,40960.0,7278707.0,18649850.0,366501888.0,18096128.0,251457536.0,14071611392.0,4.0,218.0,0.0,99.0,0.0
5.875,14.0,77.500,0.0,2.625,0.0,0.0,0.0,7609589.0,19528310.0,372002816.0,18096128.0,251457536.0,14066110464.0,4.0,218.0,0.0,99.0,0.0
5.875,13.875,77.0,0.0,3.250,0.0,0.0,0.0,6980964.0,17903406.0,372334592.0,18096128.0,251457536.0,14065778688.0,4.0,218.0,0.0,99.0,0.0
4.988,13.466,77.307,0.0,4.239,0.0,0.0,0.0,5866387.0,15004373.0,374009856.0,18096128.0,251457536.0,14064103424.0,4.0,218.0,0.0,99.0,0.0
5.868,13.483,76.030,0.0,4.619,0.0,0.0,0.0,7198483.0,18405558.0,419549184.0,18096128.0,251457536.0,14018564096.0,4.0,218.0,0.0,99.0,0.0
5.860,13.716,76.808,0.499,3.117,0.0,0.0,12288.0,7667209.0,19664638.0,469684224.0,18104320.0,251449344.0,13968429056.0,4.0,218.0,0.0,99.0,0.0
6.533,13.317,76.759,0.0,3.392,0.0,0.0,0.0,7803851.0,19930978.0,476237824.0,18104320.0,251449344.0,13961875456.0,4.0,218.0,0.0,99.0,0.0
6.023,13.802,76.788,0.0,3.388,0.0,0.0,0.0,7729005.0,19836214.0,476131328.0,18104320.0,251457536.0,13961973760.0,4.0,218.0,0.0,99.0,0.0
6.133,13.392,77.597,0.0,2.879,0.0,0.0,0.0,7330183.0,18714992.0,475754496.0,18104320.0,251457536.0,13962350592.0,4.0,218.0,0.0,99.0,0.0
6.375,13.0,77.625,0.0,3.0,0.0,0.0,0.0,7447058.0,19110967.0,475766784.0,18104320.0,251457536.0,13962338304.0,4.0,218.0,0.0,99.0,0.0
6.227,13.200,77.709,0.0,2.864,0.0,0.0,0.0,7127212.0,18242654.0,474595328.0,18104320.0,251457536.0,13963509760.0,4.0,218.0,0.0,98.0,0.0
6.030,13.317,77.638,0.0,3.015,0.0,0.0,0.0,6943818.0,17719925.0,473710592.0,18104320.0,251457536.0,13964394496.0,4.0,218.0,0.0,98.0,0.0
5.875,14.250,75.500,1.0,3.375,0.0,0.0,0.0,7745296.0,19890660.0,474173440.0,18108416.0,251453440.0,13963931648.0,4.0,218.0,0.0,98.0,0.0
5.757,13.892,76.721,0.626,3.004,0.0,0.0,12288.0,7388267.0,18913666.0,474431488.0,18112512.0,251457536.0,13963665408.0,4.0,218.0,0.0,98.0,0.0
5.500,13.875,77.625,0.0,3.0,0.0,0.0,0.0,6778585.0,17313995.0,474222592.0,18112512.0,251457536.0,13963874304.0,4.0,218.0,0.0,98.0,0.0
5.632,13.642,78.098,0.0,2.628,0.0,0.0,0.0,6974647.0,17864591.0,474648576.0,18112512.0,251457536.0,13963448320.0,4.0,218.0,0.0,98.0,0.0
5.507,13.767,77.222,0.0,3.504,0.0,0.0,0.0,7184425.0,18436812.0,474865664.0,18112512.0,251457536.0,13963231232.0,4.0,218.0,0.0,98.0,0.0
6.0,14.125,77.0,0.0,2.875,0.0,0.0,0.0,7487253.0,19162316.0,474824704.0,18112512.0,251457536.0,13963272192.0,4.0,218.0,0.0,2.0,0.0
6.117,14.232,75.655,0.624,3.371,0.0,0.0,12288.0,7770282.0,19868994.0,474411008.0,18120704.0,251449344.0,13963685888.0,4.0,218.0,0.0,2.0,0.0
5.757,14.018,76.596,0.0,3.630,0.0,0.0,0.0,7619855.0,19507601.0,467255296.0,18120704.0,251457536.0,13970833408.0,4.0,218.0,0.0,2.0,0.0
6.0,13.500,77.0,0.0,3.500,0.0,0.0,0.0,7773333.0,19975735.0,467398656.0,18120704.0,251457536.0,13970690048.0,4.0,218.0,0.0,2.0,0.0
5.882,14.018,76.971,0.0,3.129,0.0,0.0,32768.0,7846604.0,20104348.0,467427328.0,18120704.0,251461632.0,13970657280.0,4.0,218.0,0.0,2.0,0.0
5.882,13.517,77.096,0.0,3.504,0.0,0.0,0.0,7019688.0,17930191.0,467320832.0,18120704.0,251461632.0,13970763776.0,4.0,218.0,0.0,2.0,0.0
5.882,14.018,76.721,0.0,3.379,0.0,0.0,0.0,7442872.0,19091084.0,467361792.0,18120704.0,251461632.0,13970722816.0,4.0,218.0,0.0,2.0,0.0
3.870,13.733,76.030,0.375,5.993,0.0,0.0,20480.0,5473181.0,13978401.0,467824640.0,18128896.0,251461632.0,13970251776.0,4.0,218.0,0.0,2.0,0.0
5.632,14.018,77.597,0.0,2.753,0.0,0.0,0.0,7305881.0,18710836.0,467607552.0,18128896.0,251461632.0,13970468864.0,4.0,218.0,0.0,3.0,0.0
5.604,12.951,74.097,0.0,7.347,0.0,0.0,12288.0,6870015.0,17665423.0,466472960.0,18128896.0,251461632.0,13971603456.0,4.0,218.0,0.0,3.0,0.0
5.905,13.693,77.261,0.0,3.141,0.0,0.0,0.0,7701339.0,19688066.0,460247040.0,18128896.0,251461632.0,13977829376.0,4.0,218.0,0.0,3.0,0.0
5.875,13.375,77.750,0.0,3.0,0.0,0.0,0.0,7272235.0,18585131.0,460255232.0,18128896.0,251461632.0,13977821184.0,4.0,218.0,0.0,3.0,0.0
