"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms5",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_read_32-2-16-2.csv 1 60",,,,"Date:","24 Oct 2017 21:51:49 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
2.786,6.590,88.735,0.406,1.482,0.0,32001.403,35447676.895,0.0,0.0,254033920.0,18325504.0,251740160.0,14183567360.0,4.0,18.0,0.0,18.0,0.0
16.522,17.516,64.099,0.0,1.863,0.0,0.0,0.0,4473144.0,4470654.0,290861056.0,18325504.0,251740160.0,14146740224.0,4.0,50.0,0.0,18.0,0.0
10.737,15.730,72.409,0.0,1.124,0.0,0.0,0.0,6280938.0,6282870.0,292052992.0,18325504.0,251740160.0,14145548288.0,4.0,50.0,0.0,18.0,0.0
19.775,24.030,48.060,0.0,8.135,0.0,0.0,0.0,5449490.0,5454434.0,305958912.0,18325504.0,251740160.0,14131642368.0,4.0,50.0,0.0,18.0,0.0
10.250,17.625,71.125,0.125,0.875,0.0,0.0,28672.0,6670313.0,6672616.0,307355648.0,18325504.0,251740160.0,14130245632.0,4.0,50.0,0.0,18.0,0.0
4.125,12.125,79.0,0.500,4.250,0.0,0.0,53248.0,4450572.0,4457314.0,305991680.0,18333696.0,251731968.0,14131609600.0,4.0,50.0,0.0,18.0,0.0
3.500,6.625,85.125,0.0,4.750,0.0,0.0,0.0,5888491.0,5892181.0,303722496.0,18333696.0,251740160.0,14133870592.0,4.0,50.0,0.0,18.0,0.0
4.375,9.750,84.250,0.0,1.625,0.0,0.0,0.0,6718021.0,6716737.0,304267264.0,18333696.0,251740160.0,14133325824.0,4.0,50.0,0.0,18.0,0.0
4.750,10.375,83.875,0.0,1.0,0.0,0.0,0.0,6554710.0,6554626.0,304549888.0,18333696.0,251740160.0,14133043200.0,4.0,50.0,0.0,18.0,0.0
4.245,10.362,84.395,0.0,0.999,0.0,0.0,0.0,6565603.0,6566946.0,302080000.0,18333696.0,251740160.0,14135513088.0,4.0,50.0,0.0,18.0,0.0
3.885,11.028,84.461,0.0,0.627,0.0,0.0,0.0,6537078.0,6538002.0,302071808.0,18333696.0,251740160.0,14135521280.0,4.0,50.0,0.0,18.0,0.0
3.995,11.111,83.770,0.375,0.749,0.0,0.0,12288.0,6848203.0,6848370.0,303403008.0,18341888.0,251731968.0,14134190080.0,4.0,50.0,0.0,18.0,0.0
3.750,10.0,84.250,0.0,2.0,0.0,0.0,0.0,6141915.0,6141485.0,305201152.0,18341888.0,251740160.0,14132383744.0,4.0,50.0,0.0,19.0,0.0
