"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_read_8-3-32-1.csv 1 60",,,,"Date:","24 Oct 2017 22:38:17 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
4.794,7.845,85.884,0.183,1.294,0.0,21126.323,25721999.768,0.0,0.0,275468288.0,21557248.0,251838464.0,14156582912.0,4.0,34.0,0.0,34.0,0.0
19.255,16.522,63.354,0.0,0.870,0.0,0.0,0.0,1992990.0,1994507.0,298676224.0,21557248.0,251838464.0,14133374976.0,4.0,42.0,0.0,34.0,0.0
8.500,11.500,78.875,0.0,1.125,0.0,0.0,0.0,2705786.0,2704325.0,299761664.0,21557248.0,251838464.0,14132289536.0,4.0,42.0,0.0,34.0,0.0
14.357,14.107,69.788,0.0,1.748,0.0,0.0,8192.0,2638103.0,2641411.0,306757632.0,21557248.0,251838464.0,14125293568.0,4.0,42.0,0.0,34.0,0.0
24.937,16.667,56.266,0.0,2.130,0.0,0.0,0.0,2879531.0,2880379.0,318857216.0,21557248.0,251838464.0,14113193984.0,4.0,42.0,0.0,34.0,0.0
18.859,23.449,55.831,0.372,1.489,0.0,0.0,40960.0,2948982.0,2946688.0,318136320.0,21565440.0,251830272.0,14113914880.0,4.0,42.0,0.0,34.0,0.0
7.179,12.091,79.219,0.0,1.511,0.0,0.0,0.0,3102172.0,3108354.0,315441152.0,21565440.0,251838464.0,14116601856.0,4.0,42.0,0.0,34.0,0.0
5.625,11.750,81.250,0.0,1.375,0.0,0.0,0.0,3269100.0,3267938.0,315596800.0,21565440.0,251838464.0,14116446208.0,4.0,42.0,0.0,34.0,0.0
5.890,11.905,80.827,0.0,1.378,0.0,0.0,0.0,3575157.0,3576988.0,315940864.0,21565440.0,251838464.0,14116102144.0,4.0,42.0,0.0,34.0,0.0
5.625,11.375,81.625,0.0,1.375,0.0,0.0,0.0,3469889.0,3470624.0,314925056.0,21565440.0,251838464.0,14117117952.0,4.0,42.0,0.0,34.0,0.0
5.875,11.0,82.125,0.0,1.0,0.0,0.0,0.0,2920586.0,2920717.0,312819712.0,21565440.0,251838464.0,14119223296.0,4.0,42.0,0.0,35.0,0.0
5.750,11.375,81.250,0.125,1.500,0.0,0.0,12288.0,3621270.0,3621920.0,312135680.0,21573632.0,251830272.0,14119907328.0,4.0,42.0,0.0,35.0,0.0
6.0,11.750,80.750,0.125,1.375,0.0,0.0,0.0,3852789.0,3851748.0,312045568.0,21573632.0,251838464.0,14119989248.0,4.0,42.0,0.0,35.0,0.0
5.736,10.349,80.798,0.0,3.117,0.0,0.0,0.0,3645090.0,3646388.0,314167296.0,21573632.0,251838464.0,14117867520.0,4.0,42.0,0.0,35.0,0.0
5.639,9.649,82.080,0.0,2.632,0.0,0.0,0.0,2709684.0,2713110.0,314019840.0,21573632.0,251838464.0,14118014976.0,4.0,42.0,0.0,35.0,0.0
5.625,11.0,81.750,0.0,1.625,0.0,0.0,0.0,2933750.0,2934608.0,314343424.0,21573632.0,251838464.0,14117691392.0,4.0,42.0,0.0,35.0,0.0
6.375,11.250,80.875,0.0,1.500,0.0,0.0,0.0,3076959.0,3077685.0,314171392.0,21573632.0,251838464.0,14117863424.0,4.0,42.0,0.0,35.0,0.0
6.383,12.015,79.725,0.250,1.627,0.0,0.0,12288.0,3625776.0,3625107.0,314216448.0,21581824.0,251830272.0,14117818368.0,4.0,42.0,0.0,35.0,0.0
7.0,11.875,79.500,0.0,1.625,0.0,0.0,0.0,3171579.0,3171586.0,312582144.0,21581824.0,251838464.0,14119444480.0,4.0,42.0,0.0,35.0,0.0
5.875,11.500,81.250,0.0,1.375,0.0,0.0,0.0,3389772.0,3389773.0,312676352.0,21581824.0,251838464.0,14119350272.0,4.0,42.0,0.0,34.0,0.0
6.0,11.875,80.500,0.0,1.625,0.0,0.0,0.0,3742301.0,3743556.0,312545280.0,21581824.0,251838464.0,14119481344.0,4.0,42.0,0.0,34.0,0.0
5.993,11.735,81.024,0.0,1.248,0.0,0.0,0.0,3304317.0,3303981.0,312135680.0,21581824.0,251838464.0,14119890944.0,4.0,42.0,0.0,34.0,0.0
5.514,10.777,80.952,0.0,2.757,0.0,0.0,0.0,3624208.0,3623420.0,312172544.0,21581824.0,251838464.0,14119854080.0,4.0,42.0,0.0,34.0,0.0
