"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms5",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_2k_3-2-8-3-2.csv 1 60",,,,"Date:","05 Nov 2017 23:25:15 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
1.911,4.579,90.546,0.259,2.706,0.0,23589.610,25876349.149,0.0,0.0,269139968.0,16973824.0,257687552.0,14156300288.0,4.0,113.0,9.0,26.0,0.0
15.423,22.139,59.204,0.0,3.234,0.0,0.0,0.0,4374124.0,8023672.0,298450944.0,16973824.0,257695744.0,14126981120.0,4.0,122.0,0.0,27.0,0.0
12.782,19.048,65.789,0.0,2.381,0.0,0.0,0.0,6041649.0,11029679.0,306511872.0,16973824.0,257695744.0,14118920192.0,4.0,122.0,0.0,27.0,0.0
14.856,20.724,60.674,0.0,3.745,0.0,0.0,0.0,5167237.0,9384473.0,315174912.0,16973824.0,257695744.0,14110257152.0,4.0,122.0,0.0,27.0,0.0
16.521,21.402,57.322,0.0,4.756,0.0,0.0,0.0,4305122.0,7947871.0,323194880.0,16973824.0,257695744.0,14102237184.0,4.0,122.0,0.0,27.0,0.0
10.375,17.750,64.0,0.0,7.875,0.0,0.0,0.0,5590754.0,10176879.0,323244032.0,16973824.0,257695744.0,14102188032.0,4.0,122.0,0.0,27.0,0.0
5.257,12.390,79.599,0.375,2.378,0.0,0.0,28672.0,6532802.0,11899182.0,320958464.0,16982016.0,257687552.0,14104473600.0,4.0,122.0,0.0,26.0,0.0
6.242,13.858,75.531,0.0,4.370,0.0,0.0,0.0,5836191.0,10647198.0,321347584.0,16982016.0,257695744.0,14104076288.0,4.0,122.0,0.0,26.0,0.0
7.250,15.0,74.625,0.0,3.125,0.0,0.0,0.0,5894740.0,10737971.0,319078400.0,16982016.0,257695744.0,14106345472.0,4.0,122.0,0.0,26.0,0.0
