"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms5",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_write_16-1-64-2.csv 1 60",,,,"Date:","24 Oct 2017 22:47:15 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
3.110,7.325,87.694,0.305,1.565,0.0,22071.232,24450032.462,0.0,0.0,293392384.0,22409216.0,251924480.0,14139940864.0,4.0,82.0,0.0,67.0,0.0
11.881,15.099,71.535,0.0,1.485,0.0,0.0,0.0,4149846.0,4170614.0,323362816.0,22409216.0,251924480.0,14109970432.0,4.0,82.0,0.0,67.0,0.0
7.259,15.269,74.969,0.0,2.503,0.0,0.0,0.0,3406431.0,3432387.0,332267520.0,22409216.0,251924480.0,14101065728.0,4.0,82.0,0.0,67.0,0.0
5.611,12.219,77.930,0.0,4.239,0.0,0.0,0.0,4458988.0,4472354.0,343228416.0,22409216.0,251924480.0,14090104832.0,4.0,82.0,0.0,67.0,0.0
5.493,11.610,82.147,0.0,0.749,0.0,0.0,0.0,4026163.0,4042357.0,354045952.0,22409216.0,251924480.0,14079287296.0,4.0,82.0,0.0,67.0,0.0
4.648,11.432,83.040,0.0,0.879,0.0,0.0,0.0,4551695.0,4557577.0,359940096.0,22409216.0,251924480.0,14073393152.0,4.0,82.0,0.0,67.0,0.0
4.130,10.388,84.355,0.501,0.626,0.0,0.0,49152.0,4068783.0,4068780.0,359321600.0,22417408.0,251924480.0,14074003456.0,4.0,82.0,0.0,67.0,0.0
4.0,10.750,84.750,0.0,0.500,0.0,0.0,0.0,4232812.0,4242319.0,359485440.0,22417408.0,251924480.0,14073839616.0,4.0,82.0,0.0,67.0,0.0
4.494,10.362,84.395,0.0,0.749,0.0,0.0,0.0,4485091.0,4486337.0,359587840.0,22417408.0,251924480.0,14073737216.0,4.0,82.0,0.0,67.0,0.0
4.250,10.750,83.875,0.0,1.125,0.0,0.0,0.0,4836972.0,4822386.0,359919616.0,22417408.0,251924480.0,14073405440.0,4.0,82.0,0.0,66.0,0.0
5.131,10.513,83.605,0.0,0.751,0.0,0.0,0.0,5037924.0,5054284.0,363884544.0,22417408.0,251924480.0,14069440512.0,4.0,82.0,0.0,66.0,0.0
