"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_write_20-2-32-1.csv 1 60",,,,"Date:","24 Oct 2017 22:11:18 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
4.516,7.363,86.709,0.203,1.210,0.0,25116.760,30579418.318,0.0,0.0,272875520.0,19509248.0,251736064.0,14161326080.0,4.0,34.0,0.0,35.0,0.0
22.070,21.571,53.990,0.0,2.369,0.0,0.0,0.0,6244222.0,6227913.0,300687360.0,19509248.0,251736064.0,14133514240.0,4.0,54.0,0.0,35.0,0.0
15.250,16.500,64.875,0.0,3.375,0.0,0.0,24576.0,7256510.0,7262946.0,305217536.0,19509248.0,251736064.0,14128984064.0,4.0,54.0,0.0,35.0,0.0
9.011,15.144,72.966,0.0,2.879,0.0,0.0,0.0,7194638.0,7184687.0,305942528.0,19509248.0,251736064.0,14128259072.0,4.0,54.0,0.0,35.0,0.0
8.250,14.375,74.875,0.0,2.500,0.0,0.0,0.0,6950028.0,6966774.0,306364416.0,19509248.0,251736064.0,14127837184.0,4.0,54.0,0.0,34.0,0.0
7.384,14.643,75.094,0.375,2.503,0.0,0.0,40960.0,7567316.0,7570684.0,305717248.0,19517440.0,251727872.0,14128484352.0,4.0,54.0,0.0,34.0,0.0
6.750,14.0,76.625,0.0,2.625,0.0,0.0,0.0,7252073.0,7246236.0,304283648.0,19517440.0,251736064.0,14129909760.0,4.0,54.0,0.0,34.0,0.0
7.500,15.625,74.0,0.0,2.875,0.0,0.0,0.0,8349983.0,8335987.0,302407680.0,19517440.0,251736064.0,14131785728.0,4.0,54.0,0.0,34.0,0.0
7.0,14.375,76.250,0.0,2.375,0.0,0.0,0.0,7971026.0,7987860.0,302866432.0,19517440.0,251736064.0,14131326976.0,4.0,54.0,0.0,34.0,0.0
7.143,14.662,75.564,0.0,2.632,0.0,0.0,0.0,7632281.0,7632282.0,305340416.0,19517440.0,251736064.0,14128852992.0,4.0,54.0,0.0,34.0,0.0
6.500,14.250,76.875,0.0,2.375,0.0,0.0,0.0,7204845.0,7206881.0,303972352.0,19517440.0,251736064.0,14130221056.0,4.0,54.0,0.0,34.0,0.0
7.375,14.875,74.875,0.250,2.625,0.0,0.0,12288.0,7659109.0,7662553.0,306532352.0,19525632.0,251727872.0,14127661056.0,4.0,54.0,0.0,34.0,0.0
7.018,14.160,75.564,0.0,3.258,0.0,0.0,0.0,8572909.0,8559897.0,305938432.0,19525632.0,251736064.0,14128246784.0,4.0,54.0,0.0,34.0,0.0
7.366,15.106,74.657,0.0,2.871,0.0,0.0,0.0,7938911.0,7951923.0,304365568.0,19525632.0,251736064.0,14129819648.0,4.0,54.0,0.0,34.0,0.0
7.259,14.518,75.594,0.125,2.503,0.0,0.0,0.0,7236596.0,7226495.0,304144384.0,19525632.0,251736064.0,14130040832.0,4.0,54.0,0.0,34.0,0.0
5.875,12.125,77.750,0.0,4.250,0.0,0.0,0.0,7404407.0,7414508.0,304635904.0,19525632.0,251736064.0,14129549312.0,4.0,54.0,0.0,34.0,0.0
5.743,11.236,78.152,0.0,4.869,0.0,0.0,0.0,7592369.0,7583171.0,302559232.0,19525632.0,251736064.0,14131625984.0,4.0,54.0,0.0,34.0,0.0
6.892,13.033,76.190,0.251,3.634,0.0,0.0,12288.0,8370672.0,8379352.0,301457408.0,19533824.0,251731968.0,14132723712.0,4.0,54.0,0.0,34.0,0.0
7.241,14.607,75.655,0.0,2.497,0.0,0.0,0.0,6997188.0,6997838.0,301387776.0,19533824.0,251736064.0,14132789248.0,4.0,54.0,0.0,34.0,0.0
7.0,14.250,76.250,0.0,2.500,0.0,0.0,0.0,6774484.0,6774040.0,302239744.0,19533824.0,251736064.0,14131937280.0,4.0,54.0,0.0,34.0,0.0
