"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_write_24-3-32-1.csv 1 60",,,,"Date:","26 Oct 2017 21:02:50 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
3.213,6.626,87.503,1.239,1.419,0.0,117902.447,130496634.587,0.0,0.0,252739584.0,12271616.0,251146240.0,14191509504.0,4.0,58.0,0.0,34.0,0.0
21.739,21.739,54.037,0.0,2.484,0.0,0.0,0.0,8981157.0,9004115.0,292933632.0,12271616.0,251146240.0,14151315456.0,4.0,82.0,0.0,34.0,0.0
7.625,14.500,75.500,0.0,2.375,0.0,0.0,0.0,9968872.0,9931035.0,297103360.0,12271616.0,251146240.0,14147145728.0,4.0,82.0,0.0,34.0,0.0
5.131,12.891,75.344,0.0,6.633,0.0,0.0,0.0,9754245.0,9743801.0,297463808.0,12271616.0,251146240.0,14146785280.0,4.0,82.0,0.0,35.0,0.0
6.375,14.0,76.750,0.0,2.875,0.0,0.0,0.0,11292678.0,11292685.0,297623552.0,12271616.0,251146240.0,14146625536.0,4.0,82.0,0.0,35.0,0.0
5.625,13.500,77.625,0.375,2.875,0.0,0.0,77824.0,10987884.0,11039212.0,297328640.0,12279808.0,251138048.0,14146920448.0,4.0,82.0,0.0,35.0,0.0
5.764,13.409,78.571,0.0,2.256,0.0,0.0,0.0,10945145.0,10934217.0,292200448.0,12279808.0,251146240.0,14152040448.0,4.0,82.0,0.0,35.0,0.0
7.366,13.983,75.780,0.0,2.871,0.0,0.0,0.0,10954695.0,10939807.0,292380672.0,12279808.0,251146240.0,14151860224.0,4.0,82.0,0.0,35.0,0.0
5.625,13.500,78.125,0.0,2.750,0.0,0.0,0.0,11102057.0,11117773.0,293740544.0,12279808.0,251146240.0,14150500352.0,4.0,82.0,0.0,35.0,0.0
5.479,14.072,77.335,0.0,3.113,0.0,0.0,0.0,11771217.0,11760749.0,295112704.0,12279808.0,251146240.0,14149128192.0,4.0,82.0,0.0,35.0,0.0
5.402,13.065,78.141,0.0,3.392,0.0,0.0,0.0,10721736.0,10690969.0,293781504.0,12279808.0,251146240.0,14150459392.0,4.0,82.0,0.0,35.0,0.0
5.632,13.267,78.098,0.375,2.628,0.0,0.0,12288.0,11091607.0,11091606.0,292696064.0,12288000.0,251138048.0,14151544832.0,4.0,82.0,0.0,35.0,0.0
5.757,13.392,78.348,0.0,2.503,0.0,0.0,0.0,11452700.0,11496181.0,293367808.0,12288000.0,251146240.0,14150864896.0,4.0,82.0,0.0,35.0,0.0
5.618,13.733,77.403,0.0,3.246,0.0,0.0,0.0,11758489.0,11715017.0,291065856.0,12288000.0,251146240.0,14153166848.0,4.0,82.0,0.0,34.0,0.0
5.875,13.250,78.0,0.0,2.875,0.0,0.0,0.0,11237662.0,11273577.0,291553280.0,12288000.0,251146240.0,14152679424.0,4.0,82.0,0.0,34.0,0.0
