"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms5",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_write_8-1-32-2.csv 1 60",,,,"Date:","26 Oct 2017 20:42:18 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
1.204,2.056,94.006,2.278,0.455,0.0,308181.879,339330876.506,0.0,0.0,278630400.0,9543680.0,250728448.0,14168764416.0,4.0,50.0,0.0,2.0,0.0
14.907,16.522,62.236,0.497,5.839,0.0,0.0,3145728.0,5461753.0,5472492.0,285970432.0,9543680.0,250736640.0,14161416192.0,4.0,50.0,0.0,2.0,0.0
10.612,15.481,70.662,1.124,2.122,0.0,0.0,3145728.0,6303944.0,6298243.0,292265984.0,9543680.0,250736640.0,14155120640.0,4.0,50.0,0.0,2.0,0.0
6.125,12.750,78.0,0.750,2.375,0.0,0.0,2097152.0,7318749.0,7325705.0,291704832.0,9543680.0,250736640.0,14155681792.0,4.0,50.0,0.0,2.0,0.0
5.632,12.516,79.224,1.252,1.377,0.0,0.0,4194304.0,6218690.0,6201852.0,291938304.0,9543680.0,250736640.0,14155448320.0,4.0,50.0,0.0,2.0,0.0
5.375,11.875,79.375,0.875,2.500,0.0,0.0,2134016.0,5987809.0,6000160.0,292081664.0,9551872.0,250728448.0,14155304960.0,4.0,50.0,0.0,2.0,0.0
4.881,11.890,80.350,1.377,1.502,0.0,0.0,4210688.0,6294621.0,6296567.0,291254272.0,9560064.0,250736640.0,14156115968.0,4.0,50.0,0.0,2.0,0.0
4.875,12.0,81.0,0.750,1.375,0.0,0.0,2097152.0,6254812.0,6249950.0,290254848.0,9560064.0,250736640.0,14157115392.0,4.0,50.0,0.0,2.0,0.0
5.500,12.250,79.750,0.625,1.875,0.0,0.0,2097152.0,6525682.0,6516247.0,290537472.0,9560064.0,250736640.0,14156832768.0,4.0,50.0,0.0,2.0,0.0
4.994,12.360,79.650,1.498,1.498,0.0,0.0,4194304.0,6198468.0,6198471.0,290058240.0,9560064.0,250736640.0,14157312000.0,4.0,50.0,0.0,2.0,0.0
5.131,11.640,81.227,0.626,1.377,0.0,0.0,2097152.0,6101607.0,6101600.0,290631680.0,9560064.0,250736640.0,14156738560.0,4.0,50.0,0.0,2.0,0.0
