"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_2k_2-1-8-2-1.csv 1 60",,,,"Date:","05 Nov 2017 22:08:28 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
2.904,7.155,87.448,0.568,1.925,0.0,43269.722,47502929.585,0.0,0.0,261402624.0,16093184.0,257634304.0,14172536832.0,4.0,71.0,14.0,18.0,0.0
15.855,17.978,64.544,0.0,1.623,0.0,0.0,0.0,4226036.0,4262286.0,290263040.0,16093184.0,257634304.0,14143676416.0,4.0,198.0,13.0,18.0,0.0
11.860,13.733,70.412,0.0,3.995,0.0,0.0,0.0,3328799.0,3509471.0,295936000.0,16093184.0,257634304.0,14138003456.0,4.0,211.0,0.0,18.0,0.0
15.375,17.500,63.375,0.0,3.750,0.0,0.0,0.0,3663218.0,3831249.0,304328704.0,16093184.0,257634304.0,14129610752.0,4.0,211.0,0.0,18.0,0.0
4.250,11.250,82.250,0.0,2.250,0.0,0.0,0.0,4595993.0,4838150.0,307970048.0,16093184.0,257634304.0,14125969408.0,4.0,211.0,0.0,18.0,0.0
4.631,11.014,82.854,0.250,1.252,0.0,0.0,49152.0,5193476.0,5458782.0,306823168.0,16101376.0,257626112.0,14127116288.0,4.0,211.0,0.0,18.0,0.0
4.130,10.763,83.730,0.0,1.377,0.0,0.0,0.0,5130218.0,5401598.0,306610176.0,16101376.0,257634304.0,14127321088.0,4.0,211.0,0.0,18.0,0.0
4.250,10.625,83.875,0.0,1.250,0.0,0.0,0.0,5422839.0,5681171.0,306327552.0,16101376.0,257634304.0,14127603712.0,4.0,211.0,0.0,18.0,0.0
3.745,11.111,83.271,0.0,1.873,0.0,0.0,0.0,5025523.0,5262649.0,306896896.0,16101376.0,257634304.0,14127034368.0,4.0,211.0,0.0,18.0,0.0
4.994,11.985,81.898,0.0,1.124,0.0,0.0,0.0,5484260.0,5725759.0,306483200.0,16101376.0,257634304.0,14127448064.0,4.0,211.0,0.0,18.0,0.0
3.133,11.404,81.955,0.0,3.509,0.0,0.0,0.0,4365617.0,4585979.0,303800320.0,16101376.0,257634304.0,14130130944.0,4.0,211.0,0.0,18.0,0.0
