"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_write_32-3-8.csv 1 60",,,,"Date:","23 Oct 2017 20:51:49 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
5.230,8.063,84.803,0.583,1.321,0.0,97776.460,108140957.481,0.0,0.0,263540736.0,12251136.0,251445248.0,14178209792.0,4.0,62.0,12.0,11.0,0.0
22.388,17.040,57.711,0.0,2.861,0.0,0.0,0.0,8251449.0,8268445.0,290459648.0,12251136.0,251445248.0,14151290880.0,4.0,74.0,0.0,11.0,0.0
10.750,13.750,72.750,0.0,2.750,0.0,0.0,0.0,9366145.0,9372939.0,289845248.0,12251136.0,251445248.0,14151905280.0,4.0,74.0,0.0,11.0,0.0
6.875,12.0,77.250,0.0,3.875,0.0,0.0,0.0,8121500.0,8096607.0,295141376.0,12251136.0,251445248.0,14146609152.0,4.0,74.0,0.0,11.0,0.0
7.375,12.375,77.0,0.0,3.250,0.0,0.0,0.0,8698747.0,8754322.0,294854656.0,12251136.0,251445248.0,14146895872.0,4.0,74.0,0.0,11.0,0.0
6.633,12.891,77.096,0.501,2.879,0.0,0.0,86016.0,9917348.0,9904158.0,295522304.0,12259328.0,251445248.0,14146220032.0,4.0,74.0,0.0,10.0,0.0
7.116,13.733,76.155,0.0,2.996,0.0,0.0,4096.0,10262388.0,10224356.0,292089856.0,12259328.0,251445248.0,14149652480.0,4.0,74.0,0.0,10.0,0.0
8.407,13.676,75.031,0.0,2.886,0.0,0.0,0.0,9277172.0,9296508.0,289464320.0,12259328.0,251445248.0,14152278016.0,4.0,74.0,0.0,10.0,0.0
6.991,12.859,77.029,0.0,3.121,0.0,0.0,0.0,9481534.0,9495132.0,289923072.0,12259328.0,251445248.0,14151819264.0,4.0,74.0,0.0,10.0,0.0
7.134,13.517,76.345,0.0,3.004,0.0,0.0,0.0,9943480.0,9917797.0,289525760.0,12259328.0,251445248.0,14152216576.0,4.0,74.0,0.0,10.0,0.0
6.625,13.250,77.250,0.0,2.875,0.0,0.0,0.0,9514476.0,9513483.0,290131968.0,12259328.0,251445248.0,14151610368.0,4.0,74.0,0.0,10.0,0.0
7.268,13.784,75.564,0.376,3.008,0.0,0.0,49152.0,9535917.0,9589929.0,290508800.0,12267520.0,251445248.0,14151225344.0,4.0,74.0,0.0,10.0,0.0
6.725,13.200,77.335,0.0,2.740,0.0,0.0,0.0,8892245.0,8836117.0,289271808.0,12267520.0,251445248.0,14152462336.0,4.0,74.0,0.0,10.0,0.0
6.758,13.642,76.471,0.0,3.129,0.0,0.0,0.0,9600096.0,9628430.0,289292288.0,12267520.0,251445248.0,14152441856.0,4.0,74.0,0.0,10.0,0.0
7.259,13.517,76.345,0.0,2.879,0.0,0.0,0.0,8944691.0,8915421.0,290914304.0,12267520.0,251445248.0,14150819840.0,4.0,74.0,0.0,10.0,0.0
5.875,10.625,80.0,0.0,3.500,0.0,0.0,0.0,7800281.0,7804000.0,291815424.0,12267520.0,251445248.0,14149918720.0,4.0,74.0,0.0,10.0,0.0
6.250,13.0,75.625,2.250,2.875,0.0,0.0,49152.0,8335131.0,8336970.0,290885632.0,12275712.0,251445248.0,14150840320.0,4.0,74.0,0.0,10.0,0.0
6.617,13.233,77.154,0.0,2.996,0.0,0.0,0.0,9117428.0,9110535.0,291151872.0,12275712.0,251445248.0,14150574080.0,4.0,74.0,0.0,10.0,0.0
6.633,13.267,77.347,0.0,2.753,0.0,0.0,0.0,9127411.0,9123946.0,290422784.0,12275712.0,251445248.0,14151303168.0,4.0,74.0,0.0,10.0,0.0
6.884,13.392,76.971,0.0,2.753,0.0,0.0,0.0,9534257.0,9539402.0,289918976.0,12275712.0,251445248.0,14151806976.0,4.0,74.0,0.0,10.0,0.0
6.884,12.766,77.222,0.0,3.129,0.0,0.0,0.0,9420601.0,9425148.0,289542144.0,12275712.0,251445248.0,14152183808.0,4.0,74.0,0.0,10.0,0.0
7.009,13.392,76.095,0.501,3.004,0.0,0.0,36864.0,9923267.0,9924206.0,287150080.0,12283904.0,251445248.0,14154567680.0,4.0,74.0,0.0,11.0,0.0
6.484,13.217,77.556,0.0,2.743,0.0,0.0,0.0,8849811.0,8850005.0,287092736.0,12283904.0,251445248.0,14154625024.0,4.0,74.0,0.0,11.0,0.0
6.383,13.141,77.472,0.0,3.004,0.0,0.0,0.0,9230171.0,9230312.0,286560256.0,12283904.0,251445248.0,14155157504.0,4.0,74.0,0.0,11.0,0.0
5.131,8.886,81.477,0.0,4.506,0.0,0.0,0.0,6235391.0,6233268.0,286248960.0,12283904.0,251445248.0,14155468800.0,4.0,74.0,0.0,11.0,0.0
6.875,12.750,77.375,0.0,3.0,0.0,0.0,0.0,9279292.0,9281672.0,285335552.0,12283904.0,251445248.0,14156382208.0,4.0,74.0,0.0,11.0,0.0
7.250,12.750,76.750,0.375,2.875,0.0,0.0,40960.0,9424104.0,9424234.0,284958720.0,12292096.0,251445248.0,14156750848.0,4.0,74.0,0.0,11.0,0.0
6.383,12.015,79.099,0.0,2.503,0.0,0.0,0.0,8571867.0,8582028.0,284508160.0,12292096.0,251449344.0,14157197312.0,4.0,74.0,0.0,11.0,0.0
6.991,13.358,76.779,0.0,2.871,0.0,0.0,0.0,9655545.0,9645654.0,284987392.0,12292096.0,251449344.0,14156718080.0,4.0,74.0,0.0,10.0,0.0
6.625,13.375,77.250,0.0,2.750,0.0,0.0,0.0,9415111.0,9420775.0,283746304.0,12292096.0,251449344.0,14157959168.0,4.0,74.0,0.0,10.0,0.0
6.758,13.392,76.971,0.0,2.879,0.0,0.0,0.0,9789154.0,9774772.0,282943488.0,12292096.0,251449344.0,14158761984.0,4.0,74.0,0.0,10.0,0.0
7.366,13.733,74.657,0.375,3.870,0.0,0.0,45056.0,9435410.0,9442280.0,282054656.0,12300288.0,251449344.0,14159642624.0,4.0,74.0,0.0,10.0,0.0
6.875,13.250,76.625,0.0,3.250,0.0,0.0,0.0,9067772.0,9070143.0,281759744.0,12300288.0,251449344.0,14159937536.0,4.0,74.0,0.0,10.0,0.0
6.750,13.375,76.875,0.0,3.0,0.0,0.0,0.0,9446223.0,9437379.0,281829376.0,12300288.0,251449344.0,14159867904.0,4.0,74.0,0.0,10.0,0.0
6.784,12.563,77.764,0.0,2.889,0.0,0.0,0.0,9744046.0,9753155.0,281063424.0,12300288.0,251449344.0,14160633856.0,4.0,74.0,0.0,10.0,0.0
6.991,13.233,76.779,0.0,2.996,0.0,0.0,0.0,9517313.0,9516251.0,281276416.0,12300288.0,251449344.0,14160420864.0,4.0,74.0,0.0,10.0,0.0
