"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","cribin17"
"Cmdline:","dstat -c -dnm --noheader --nocolor --tcp --output dstat_write_4-3-32.csv 1 60",,,,"Date:","23 Oct 2017 22:24:06 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","lis","act","syn","tim","clo"
6.591,10.418,80.707,0.246,2.039,0.0,29764.144,32921503.067,0.0,0.0,288882688.0,19869696.0,251854848.0,14144839680.0,4.0,42.0,0.0,34.0,1.0
18.137,14.286,65.342,0.0,2.236,0.0,0.0,0.0,3405346.0,3414658.0,296402944.0,19869696.0,251854848.0,14137319424.0,4.0,42.0,0.0,34.0,1.0
11.375,13.125,74.0,0.0,1.500,0.0,0.0,0.0,3812006.0,3812064.0,297238528.0,19869696.0,251854848.0,14136483840.0,4.0,42.0,0.0,34.0,1.0
8.750,12.375,77.375,0.0,1.500,0.0,0.0,0.0,3848225.0,3848531.0,301780992.0,19869696.0,251854848.0,14131941376.0,4.0,42.0,0.0,34.0,1.0
5.772,11.669,81.054,0.0,1.506,0.0,0.0,0.0,3614494.0,3610182.0,301682688.0,19869696.0,251854848.0,14132039680.0,4.0,42.0,0.0,34.0,1.0
6.608,11.471,79.800,0.623,1.496,0.0,0.0,32768.0,3613489.0,3619241.0,300773376.0,19877888.0,251854848.0,14132940800.0,4.0,42.0,0.0,35.0,1.0
6.375,12.750,79.250,0.0,1.625,0.0,0.0,0.0,3619256.0,3613636.0,299958272.0,19877888.0,251854848.0,14133755904.0,4.0,42.0,0.0,35.0,1.0
6.250,11.750,80.375,0.0,1.625,0.0,0.0,0.0,4041393.0,4042721.0,299921408.0,19877888.0,251854848.0,14133792768.0,4.0,42.0,0.0,35.0,1.0
6.617,11.361,80.524,0.0,1.498,0.0,0.0,8192.0,3723486.0,3730930.0,299950080.0,19877888.0,251854848.0,14133764096.0,4.0,42.0,0.0,35.0,1.0
5.890,11.779,80.702,0.0,1.629,0.0,0.0,0.0,3978057.0,3978189.0,300306432.0,19877888.0,251854848.0,14133407744.0,4.0,42.0,0.0,35.0,1.0
5.500,9.125,81.500,0.500,3.375,0.0,0.0,28672.0,3700273.0,3701609.0,300400640.0,19886080.0,251846656.0,14133313536.0,4.0,42.0,0.0,34.0,1.0
6.008,10.513,81.227,0.250,2.003,0.0,0.0,0.0,3991799.0,3991931.0,298323968.0,19886080.0,251854848.0,14135382016.0,4.0,42.0,0.0,34.0,1.0
6.023,11.292,81.179,0.0,1.506,0.0,0.0,0.0,3901408.0,3901540.0,298291200.0,19886080.0,251854848.0,14135414784.0,4.0,42.0,0.0,34.0,1.0
6.351,11.582,80.448,0.0,1.619,0.0,0.0,0.0,3736182.0,3735028.0,298299392.0,19886080.0,251854848.0,14135406592.0,4.0,42.0,0.0,34.0,1.0
